algorithm,constructionTime,executionTime,weightMST
Kruskal Geometric,891.690400,601.077800,14568
Prim Nomal,738.101400,363.897400,7499
Kruskal Normal,946.645200,612.709000,7499
Prim Geometric,671.935100,403.292900,14515
Kruskal Geometric,881.782700,599.813200,14515
Prim Nomal,735.940100,367.250900,7499
Kruskal Normal,945.110700,642.767200,7499
Prim Geometric,651.445800,399.207400,14556
Kruskal Geometric,863.454900,594.098000,14556
Prim Nomal,731.372500,364.686000,7500
Kruskal Normal,936.352100,617.274100,7500
Prim Geometric,644.716000,414.609000,14502
Kruskal Geometric,855.506000,594.280600,14502
Prim Nomal,733.424800,362.205500,7499
Kruskal Normal,938.426900,625.297600,7499
Prim Geometric,654.933600,420.021600,14410
Kruskal Geometric,912.299700,620.644900,14410
Prim Nomal,766.029300,382.372200,7499
Kruskal Normal,960.406300,622.160900,7499
Prim Geometric,697.272400,419.321700,14547
Kruskal Geometric,906.721700,607.177100,14547
Prim Nomal,726.613900,361.501600,7499
Kruskal Normal,943.498300,620.410200,7499
Prim Geometric,697.390900,420.709500,14428
Kruskal Geometric,892.113300,587.694900,14428
Prim Nomal,738.994300,390.830500,7499
Kruskal Normal,945.310100,605.420600,7499
Prim Geometric,678.411500,403.844500,14537
Kruskal Geometric,891.334100,597.080300,14537
Prim Nomal,734.960700,362.096000,7499
Kruskal Normal,946.770200,637.260400,7499
Prim Geometric,675.596700,413.772600,14612
Kruskal Geometric,879.517300,585.592800,14612
Prim Nomal,819.144300,416.710300,7499
Kruskal Normal,1056.284200,1044.289800,7499
Prim Geometric,696.296100,438.024900,12123
Kruskal Geometric,938.997400,977.256700,12123
Prim Nomal,939.733800,408.015500,7499
Kruskal Normal,1180.898500,933.727500,7499
Prim Geometric,692.998800,458.473400,12058
Kruskal Geometric,932.555200,868.053000,12058
Prim Nomal,846.565600,398.331400,7499
Kruskal Normal,1090.806200,925.579500,7499
Prim Geometric,700.057600,454.575800,12130
Kruskal Geometric,1049.729800,910.418800,12130
Prim Nomal,844.901500,393.800300,7499
Kruskal Normal,1088.225200,922.987500,7499
Prim Geometric,731.944900,492.613200,12060
Kruskal Geometric,975.061900,1003.802100,12060
Prim Nomal,833.226600,422.583700,7499
Kruskal Normal,1077.036200,1077.658400,7499
Prim Geometric,711.641500,472.035100,12060
Kruskal Geometric,965.166100,1013.147800,12060
Prim Nomal,840.645800,409.077000,7499
Kruskal Normal,1189.235800,1070.427800,7499
Prim Geometric,682.028700,459.038800,12171
Kruskal Geometric,922.320900,1004.047700,12171
Prim Nomal,860.213100,400.434800,7499
Kruskal Normal,1107.233100,942.448400,7499
Prim Geometric,712.656500,455.156500,12196
Kruskal Geometric,958.688000,923.552800,12196
Prim Nomal,831.683600,405.876200,7499
Kruskal Normal,1082.523700,940.580100,7499
Prim Geometric,701.578400,463.293900,12074
Kruskal Geometric,995.660500,936.163100,12074
Prim Nomal,812.893700,399.500600,7499
Kruskal Normal,1052.514000,920.455700,7499
Prim Geometric,714.287600,585.175000,12059
Kruskal Geometric,963.710800,956.297800,12059
Prim Nomal,1001.460600,448.192700,7499
Kruskal Normal,1265.602100,1060.932900,7499
Prim Geometric,863.780000,460.049200,12046
Kruskal Geometric,1108.963000,1018.573100,12046
Prim Nomal,997.703200,342.371000,7499
Kruskal Normal,1309.080200,1389.490900,7499
Prim Geometric,604.652500,397.952700,10855
Kruskal Geometric,787.808900,1234.266200,10855
Prim Nomal,764.337200,327.617700,7499
Kruskal Normal,944.639700,1301.392300,7499
Prim Geometric,640.257800,366.824700,10763
Kruskal Geometric,827.892800,1204.141800,10763
Prim Nomal,813.283900,325.028300,7499
Kruskal Normal,1017.394800,1287.897100,7499
Prim Geometric,688.733000,407.441500,10820
Kruskal Geometric,900.478600,1229.089800,10820
Prim Nomal,854.821800,309.413600,7499
Kruskal Normal,1041.609800,1213.026300,7499
Prim Geometric,626.609900,359.526100,10782
Kruskal Geometric,814.991400,1196.008300,10782
Prim Nomal,792.099100,319.332900,7499
Kruskal Normal,973.472700,1220.593700,7499
Prim Geometric,623.066600,357.413600,10789
Kruskal Geometric,819.279700,1195.310000,10789
Prim Nomal,764.529700,320.433600,7499
Kruskal Normal,949.673700,1292.101900,7499
Prim Geometric,631.022300,481.362400,10738
Kruskal Geometric,997.368700,1250.744100,10738
Prim Nomal,775.055400,320.052800,7499
Kruskal Normal,1042.775600,1219.655000,7499
Prim Geometric,593.155800,392.979700,10806
Kruskal Geometric,821.798100,1221.224700,10806
Prim Nomal,784.935800,363.389100,7499
Kruskal Normal,996.563300,1370.212300,7499
Prim Geometric,660.437900,370.747300,10821
Kruskal Geometric,855.363700,1284.348300,10821
Prim Nomal,803.427800,316.152600,7499
Kruskal Normal,1006.163200,1252.874800,7499
Prim Geometric,621.172900,409.624300,10878
Kruskal Geometric,810.363400,1234.450900,10878
Prim Nomal,780.510100,317.836900,7499
Kruskal Normal,979.441300,1444.917700,7499
Prim Geometric,606.996600,362.393200,10787
Kruskal Geometric,792.792800,1229.875800,10787
Prim Nomal,804.186800,226.194600,7499
Kruskal Normal,965.920300,1635.731000,7499
Prim Geometric,680.741400,336.544500,10003
Kruskal Geometric,841.695600,1588.672800,10003
Prim Nomal,716.434300,226.796400,7499
Kruskal Normal,860.183000,1672.561600,7499
Prim Geometric,559.766100,312.159500,10054
Kruskal Geometric,706.122400,1508.993100,10054
Prim Nomal,746.012500,228.589300,7499
Kruskal Normal,904.684700,1676.157000,7499
Prim Geometric,548.502300,281.267600,10036
Kruskal Geometric,690.815800,1604.950600,10036
Prim Nomal,829.380700,254.961800,7499
Kruskal Normal,975.990100,1693.504200,7499
Prim Geometric,540.985700,315.830500,10055
Kruskal Geometric,714.713100,1560.781500,10055
Prim Nomal,756.680100,228.599200,7499
Kruskal Normal,924.818000,1624.078700,7499
Prim Geometric,602.993000,318.595100,10030
Kruskal Geometric,752.294700,1530.277600,10030
Prim Nomal,963.931800,279.974400,7499
Kruskal Normal,1128.769000,1723.285900,7499
Prim Geometric,555.994500,310.315300,10058
Kruskal Geometric,717.923000,1816.739300,10058
Prim Nomal,838.350500,228.343300,7499
Kruskal Normal,985.983000,1665.275200,7499
Prim Geometric,553.988900,289.669300,10081
Kruskal Geometric,709.155800,1527.650000,10081
Prim Nomal,877.189400,234.640400,7499
Kruskal Normal,1053.300300,1618.023000,7499
Prim Geometric,603.664900,553.892000,10084
Kruskal Geometric,769.032100,1625.035000,10084
Prim Nomal,757.469200,222.351400,7499
Kruskal Normal,911.300300,1595.209800,7499
Prim Geometric,682.676600,348.969000,10030
Kruskal Geometric,990.245100,1580.683800,10030
Prim Nomal,977.367200,232.285800,7499
Kruskal Normal,1152.336700,1710.885200,7499
Prim Geometric,607.794200,282.208500,10074
Kruskal Geometric,770.259800,1643.086100,10074
Prim Nomal,654.076300,76.122000,1288412
Kruskal Normal,694.159400,0.573300,1288412
Prim Geometric,632.118600,72.874500,941272
Kruskal Geometric,660.554100,0.555100,941272
Prim Nomal,725.091100,94.500400,1276676
Kruskal Normal,752.935400,0.623200,1276676
Prim Geometric,622.119100,91.488100,931719
Kruskal Geometric,650.314300,0.554500,931719
Prim Nomal,761.271500,76.220100,1280300
Kruskal Normal,791.574900,0.595000,1280300
Prim Geometric,650.207600,73.600300,942699
Kruskal Geometric,679.311800,0.562000,942699
Prim Nomal,649.098700,74.869200,1268397
Kruskal Normal,683.942100,0.774700,1268397
Prim Geometric,634.630300,71.615900,944503
Kruskal Geometric,665.558400,0.563000,944503
Prim Nomal,671.730300,72.870400,1284420
Kruskal Normal,701.249200,0.576200,1284420
Prim Geometric,624.371100,75.620700,939245
Kruskal Geometric,653.323000,0.920100,939245
Prim Nomal,800.527000,87.130400,1264149
Kruskal Normal,829.705400,0.569800,1264149
Prim Geometric,614.541900,97.354200,948354
Kruskal Geometric,644.167800,0.582000,948354
Prim Nomal,647.428800,73.814800,1275075
Kruskal Normal,687.051700,0.567500,1275075
Prim Geometric,606.748200,92.932300,949595
Kruskal Geometric,635.565600,0.563200,949595
Prim Nomal,643.217800,76.985800,1264712
Kruskal Normal,714.848700,0.597700,1264712
Prim Geometric,909.813900,80.413600,938962
Kruskal Geometric,940.076300,0.615700,938962
Prim Nomal,666.171900,76.615800,1285767
Kruskal Normal,694.772500,0.571700,1285767
Prim Geometric,599.360800,73.285000,948205
Kruskal Geometric,635.191900,0.548800,948205
Prim Nomal,613.844100,88.775100,1274905
Kruskal Normal,646.737400,0.568200,1274905
Prim Geometric,591.895500,73.932700,932435
Kruskal Geometric,621.974300,0.557700,932435
Prim Nomal,1177.690200,417.469200,10002
Kruskal Normal,1440.589500,648.491900,10002
Prim Geometric,1192.539400,450.029100,23230
Kruskal Geometric,1428.780800,548.848800,23230
Prim Nomal,1306.174200,404.889200,10002
Kruskal Normal,1523.046500,568.862000,10002
Prim Geometric,1024.831400,424.510400,23166
Kruskal Geometric,1253.234300,561.264700,23166
Prim Nomal,1121.826600,395.734700,10003
Kruskal Normal,1341.253400,565.443500,10003
Prim Geometric,1020.153200,422.482300,23217
Kruskal Geometric,1235.422900,538.671600,23217
Prim Nomal,1106.324600,448.847600,10004
Kruskal Normal,1329.542100,770.046700,10004
Prim Geometric,1021.397600,439.205500,23348
Kruskal Geometric,1250.624000,535.500600,23348
Prim Nomal,1092.654300,389.320000,10002
Kruskal Normal,1318.571500,643.063100,10002
Prim Geometric,1181.937900,477.185300,23471
Kruskal Geometric,1423.629500,603.843900,23471
Prim Nomal,1078.254600,411.312700,10002
Kruskal Normal,1411.736900,576.740000,10002
Prim Geometric,975.899700,416.285500,23140
Kruskal Geometric,1190.109500,518.138200,23140
Prim Nomal,968.690300,377.092300,10005
Kruskal Normal,1184.994700,538.824500,10005
Prim Geometric,917.219500,422.591700,23301
Kruskal Geometric,1127.693800,538.476900,23301
Prim Nomal,972.873700,373.590300,10003
Kruskal Normal,1197.146900,614.988300,10003
Prim Geometric,946.978700,428.399200,23218
Kruskal Geometric,1166.277200,519.841000,23218
Prim Nomal,976.620100,380.984600,10004
Kruskal Normal,1189.675000,551.865800,10004
Prim Geometric,908.666400,416.355400,23244
Kruskal Geometric,1124.012700,517.479100,23244
Prim Nomal,971.422000,381.029100,9999
Kruskal Normal,1183.110600,525.585700,9999
Prim Geometric,909.266600,416.052200,22947
Kruskal Geometric,1119.860200,540.617200,22947
Prim Nomal,1315.196700,650.635300,9999
Kruskal Normal,1677.058900,1098.119600,9999
Prim Geometric,1182.784000,731.788300,16399
Kruskal Geometric,1551.008700,1068.776900,16399
Prim Nomal,1325.892200,784.877100,9999
Kruskal Normal,1688.335800,1119.261900,9999
Prim Geometric,1339.030800,685.736400,16505
Kruskal Geometric,1723.661700,1058.810100,16505
Prim Nomal,1309.196000,651.647400,9999
Kruskal Normal,1674.570200,1095.993500,9999
Prim Geometric,1182.147300,717.086500,16606
Kruskal Geometric,1549.840800,1181.498400,16606
Prim Nomal,1299.318600,647.504500,9999
Kruskal Normal,1674.882900,1125.055800,9999
Prim Geometric,1342.756300,871.709400,16554
Kruskal Geometric,1745.127000,1106.185700,16554
Prim Nomal,1326.386100,655.781300,9999
Kruskal Normal,1686.682800,1138.148100,9999
Prim Geometric,1337.452400,739.229900,16621
Kruskal Geometric,1832.539300,1053.384800,16621
Prim Nomal,1312.425800,653.600200,9999
Kruskal Normal,1673.526100,1082.546800,9999
Prim Geometric,1170.766800,702.036600,16669
Kruskal Geometric,1534.420700,1143.087900,16669
Prim Nomal,1301.838600,650.391500,9999
Kruskal Normal,1671.931400,1106.496600,9999
Prim Geometric,1195.973500,698.072100,16697
Kruskal Geometric,1559.323400,1067.138700,16697
Prim Nomal,1354.926300,647.869300,9999
Kruskal Normal,1727.401400,1113.347000,9999
Prim Geometric,1183.419400,707.230200,16591
Kruskal Geometric,1551.784300,1072.198100,16591
Prim Nomal,1292.212900,655.428400,9999
Kruskal Normal,1652.274000,1089.440900,9999
Prim Geometric,1174.659400,725.609300,16716
Kruskal Geometric,1543.046000,1111.478700,16716
Prim Nomal,1354.509000,644.983800,9999
Kruskal Normal,1731.828200,1096.322000,9999
Prim Geometric,1240.922000,716.659900,16618
Kruskal Geometric,1620.932000,1073.148400,16618
Prim Nomal,1478.971400,746.709000,9999
Kruskal Normal,1852.891500,1705.846100,9999
Prim Geometric,1239.207300,799.322900,14085
Kruskal Geometric,1639.656400,1642.434600,14085
Prim Nomal,1489.764700,732.587900,9999
Kruskal Normal,1881.069200,1688.371300,9999
Prim Geometric,1257.764200,780.561400,13987
Kruskal Geometric,1628.754900,1646.744200,13987
Prim Nomal,1655.065100,730.365300,9999
Kruskal Normal,2145.759600,1664.903900,9999
Prim Geometric,1237.468500,808.803200,14001
Kruskal Geometric,1613.589400,1616.805800,14001
Prim Nomal,1523.026000,812.249100,9999
Kruskal Normal,1908.523300,1743.272900,9999
Prim Geometric,1230.855000,823.380400,14065
Kruskal Geometric,1605.849600,1624.265600,14065
Prim Nomal,1460.831900,721.825400,9999
Kruskal Normal,1836.682000,1917.115900,9999
Prim Geometric,1253.192200,906.520000,13989
Kruskal Geometric,1630.552100,1729.768900,13989
Prim Nomal,1600.341500,918.196400,9999
Kruskal Normal,1998.929800,1774.493500,9999
Prim Geometric,1319.461400,858.882900,14032
Kruskal Geometric,1710.096200,1670.262700,14032
Prim Nomal,1557.296400,832.661600,9999
Kruskal Normal,1951.604700,1760.270500,9999
Prim Geometric,1287.061200,828.166700,13920
Kruskal Geometric,1682.339600,1681.847000,13920
Prim Nomal,1728.302700,735.637100,9999
Kruskal Normal,2127.910500,1692.159300,9999
Prim Geometric,1331.729700,1172.179500,13974
Kruskal Geometric,1788.128900,1817.311300,13974
Prim Nomal,1940.254100,772.628500,9999
Kruskal Normal,2363.994600,1774.408600,9999
Prim Geometric,1333.193300,863.673800,14016
Kruskal Geometric,1735.712300,1802.536200,14016
Prim Nomal,1565.170800,750.642900,9999
Kruskal Normal,1956.313900,1980.665000,9999
Prim Geometric,1242.314700,894.578000,14029
Kruskal Geometric,1687.160200,1982.782800,14029
Prim Nomal,1443.985700,555.239800,9999
Kruskal Normal,1809.247900,2319.955500,9999
Prim Geometric,1186.073100,812.778700,12715
Kruskal Geometric,1550.829600,2185.472100,12715
Prim Nomal,1397.046000,573.845600,9999
Kruskal Normal,1756.762900,2323.453600,9999
Prim Geometric,1211.181500,625.235300,12777
Kruskal Geometric,1577.904700,2234.437100,12777
Prim Nomal,1409.346400,551.678600,9999
Kruskal Normal,1761.686400,2304.248500,9999
Prim Geometric,1038.101000,693.988000,12696
Kruskal Geometric,1381.707900,2108.123900,12696
Prim Nomal,1415.246000,569.826000,9999
Kruskal Normal,1787.846000,2251.681200,9999
Prim Geometric,1043.509400,668.991800,12738
Kruskal Geometric,1389.708600,2115.495200,12738
Prim Nomal,1404.455100,563.977500,9999
Kruskal Normal,1777.425000,2250.938800,9999
Prim Geometric,1038.819800,665.801700,12732
Kruskal Geometric,1387.481000,2211.834700,12732
Prim Nomal,1464.219300,551.563400,9999
Kruskal Normal,1817.767200,2239.140700,9999
Prim Geometric,1041.020900,681.161000,12628
Kruskal Geometric,1379.050400,2237.666200,12628
Prim Nomal,1390.046300,555.363900,9999
Kruskal Normal,1762.122900,2192.963300,9999
Prim Geometric,1057.844900,635.219500,12690
Kruskal Geometric,1407.094900,2146.454100,12690
Prim Nomal,1376.171000,566.779900,9999
Kruskal Normal,1731.719500,2217.752400,9999
Prim Geometric,1130.001200,613.677800,12726
Kruskal Geometric,1470.874900,2143.055300,12726
Prim Nomal,1402.447100,573.632200,9999
Kruskal Normal,1767.354200,2244.318600,9999
Prim Geometric,1133.938900,664.727200,12764
Kruskal Geometric,1511.326600,2201.742700,12764
Prim Nomal,1423.436000,652.093100,9999
Kruskal Normal,1782.209700,2231.034000,9999
Prim Geometric,1046.261600,651.994500,12742
Kruskal Geometric,1391.746900,2292.566500,12742
Prim Nomal,1355.508600,411.908900,9999
Kruskal Normal,1644.379800,2997.451600,9999
Prim Geometric,983.712100,485.156200,11985
Kruskal Geometric,1258.917500,2728.710400,11985
Prim Nomal,1435.750900,394.690000,9999
Kruskal Normal,1757.196600,3097.372400,9999
Prim Geometric,1078.148100,579.982700,12006
Kruskal Geometric,1481.650700,2831.844100,12006
Prim Nomal,1304.552100,457.309900,9999
Kruskal Normal,1634.735700,2957.789600,9999
Prim Geometric,1060.055500,490.048000,12004
Kruskal Geometric,1339.983000,2722.252100,12004
Prim Nomal,1360.272000,492.008500,9999
Kruskal Normal,1655.003500,2726.883700,9999
Prim Geometric,1038.188100,512.088100,12052
Kruskal Geometric,1347.819700,2850.416700,12052
Prim Nomal,1342.507900,401.487500,9999
Kruskal Normal,1637.120700,2766.345900,9999
Prim Geometric,971.514700,543.844600,12024
Kruskal Geometric,1251.967000,2699.365800,12024
Prim Nomal,1338.809400,402.786900,9999
Kruskal Normal,1641.714400,2803.524600,9999
Prim Geometric,966.590100,516.188000,11997
Kruskal Geometric,1237.971500,2706.378900,11997
Prim Nomal,1322.647400,396.559600,9999
Kruskal Normal,1599.315800,2726.352700,9999
Prim Geometric,967.889200,489.421900,12019
Kruskal Geometric,1241.055000,2658.431200,12019
Prim Nomal,1337.588400,389.164000,9999
Kruskal Normal,1626.032500,2769.591800,9999
Prim Geometric,979.907600,517.131300,11966
Kruskal Geometric,1250.636300,2644.900600,11966
Prim Nomal,1357.403100,406.899500,9999
Kruskal Normal,1686.878900,2807.884600,9999
Prim Geometric,965.604300,526.746000,11971
Kruskal Geometric,1238.608900,2676.767900,11971
Prim Nomal,1310.914300,390.133600,9999
Kruskal Normal,1612.762900,2813.536300,9999
Prim Geometric,983.171800,471.947100,11997
Kruskal Geometric,1256.852200,2658.647300,11997
