algorithm,constructionTime,executionTime,weightMST
Kruskal Normal,16.286500,19.757000,1047
Prim Geometric,9.836900,9.535800,4077
Kruskal Geometric,13.467000,18.292100,4077
Prim Nomal,13.193000,5.931100,1045
Kruskal Normal,16.766000,19.313400,1045
Prim Geometric,9.591500,9.844400,4048
Kruskal Geometric,13.657200,18.446500,4048
Prim Nomal,12.307100,11.758300,1047
Kruskal Normal,15.922200,20.569900,1047
Prim Geometric,13.812200,9.438100,4068
Kruskal Geometric,17.845100,18.304600,4068
Prim Nomal,12.259700,6.274100,1032
Kruskal Normal,15.854800,19.965400,1032
Prim Geometric,9.880500,10.681700,3999
Kruskal Geometric,16.136600,18.488900,3999
Prim Nomal,12.278800,5.898800,1052
Kruskal Normal,17.252100,18.677100,1052
Prim Geometric,10.030900,10.645800,4086
Kruskal Geometric,13.689300,24.042600,4086
Prim Nomal,16.873900,6.337100,1048
Kruskal Normal,20.904100,18.989600,1048
Prim Geometric,9.775600,9.491300,3950
Kruskal Geometric,13.419500,18.414700,3950
Prim Nomal,12.000500,6.975000,1043
Kruskal Normal,15.932300,19.491200,1043
Prim Geometric,10.138100,10.818400,3991
Kruskal Geometric,13.934500,18.099300,3991
Prim Nomal,12.793800,5.971900,1029
Kruskal Normal,16.344000,19.022600,1029
Prim Geometric,16.137400,13.405400,3927
Kruskal Geometric,23.605400,18.220300,3927
Prim Nomal,12.231500,6.094000,1047
Kruskal Normal,16.613800,18.969700,1047
Prim Geometric,10.134100,12.226300,4038
Kruskal Geometric,15.019600,18.419500,4038
Prim Nomal,12.365600,2.752500,1020
Kruskal Normal,16.124700,24.518000,1020
Prim Geometric,7.812500,9.778400,3660
Kruskal Geometric,10.826900,22.884900,3660
Prim Nomal,10.884800,2.703300,1017
Kruskal Normal,13.840600,33.933900,1017
Prim Geometric,8.340400,6.230300,3768
Kruskal Geometric,11.173200,24.746100,3768
Prim Nomal,12.226900,4.224100,1021
Kruskal Normal,15.188900,24.591200,1021
Prim Geometric,7.894200,8.576500,3683
Kruskal Geometric,11.660400,22.805900,3683
Prim Nomal,10.880500,4.681500,1015
Kruskal Normal,13.927500,23.846300,1015
Prim Geometric,9.636400,10.033600,3750
Kruskal Geometric,12.421900,23.908300,3750
Prim Nomal,16.916900,2.724800,1013
Kruskal Normal,19.962700,31.413500,1013
Prim Geometric,8.089400,9.810200,3736
Kruskal Geometric,11.013700,23.259800,3736
Prim Nomal,11.500800,2.649800,1022
Kruskal Normal,14.473300,23.887800,1022
Prim Geometric,7.731000,8.754500,3729
Kruskal Geometric,10.707800,22.932900,3729
Prim Nomal,11.378100,2.726900,1029
Kruskal Normal,14.327000,25.242600,1029
Prim Geometric,7.805300,8.463400,3683
Kruskal Geometric,11.154600,31.641800,3683
Prim Nomal,12.479800,2.732600,1030
Kruskal Normal,15.583400,24.476000,1030
Prim Geometric,7.759300,7.258600,3734
Kruskal Geometric,10.480100,23.156700,3734
Prim Nomal,11.639700,2.653100,1020
Kruskal Normal,14.569900,25.309300,1020
Prim Geometric,7.805000,7.775100,3756
Kruskal Geometric,10.709300,22.671200,3756
Prim Nomal,11.637900,2.650100,1025
Kruskal Normal,14.462200,23.941600,1025
Prim Geometric,7.817000,12.417100,3749
Kruskal Geometric,10.664200,30.114300,3749
Prim Nomal,36.289700,4.771900,321635
Kruskal Normal,38.123800,0.146900,321635
Prim Geometric,37.090800,4.437100,237038
Kruskal Geometric,38.954600,0.138500,237038
Prim Nomal,36.437500,4.576000,323499
Kruskal Normal,38.295000,0.146800,323499
Prim Geometric,36.420600,4.901600,237206
Kruskal Geometric,38.588300,0.142400,237206
Prim Nomal,42.682300,4.438300,319703
Kruskal Normal,44.657400,0.180100,319703
Prim Geometric,37.474600,4.916900,237888
Kruskal Geometric,39.323700,0.138900,237888
Prim Nomal,36.212900,4.425100,316537
Kruskal Normal,38.052800,0.145400,316537
Prim Geometric,36.222400,4.522300,234519
Kruskal Geometric,38.083900,0.141600,234519
Prim Nomal,36.008600,5.735700,313045
Kruskal Normal,37.914000,0.158100,313045
Prim Geometric,37.036700,4.602400,229579
Kruskal Geometric,38.913800,0.144200,229579
Prim Nomal,44.862500,4.604400,319514
Kruskal Normal,46.876800,0.141600,319514
Prim Geometric,36.728500,4.646100,238812
Kruskal Geometric,38.590200,0.140100,238812
Prim Nomal,36.531100,4.414400,318553
Kruskal Normal,38.382000,0.146000,318553
Prim Geometric,37.274300,4.781500,237817
Kruskal Geometric,39.247700,0.151700,237817
Prim Nomal,36.561200,4.633900,322754
Kruskal Normal,38.410400,0.145300,322754
Prim Geometric,45.459400,5.402600,232371
Kruskal Geometric,47.678300,0.142600,232371
Prim Nomal,38.092100,4.462900,318488
Kruskal Normal,40.003100,0.145400,318488
Prim Geometric,36.174100,4.434300,236675
Kruskal Geometric,38.045000,0.201100,236675
Prim Nomal,37.099200,4.412400,320191
Kruskal Normal,38.951600,0.145400,320191
Prim Geometric,36.650100,4.471600,236923
Kruskal Geometric,38.577700,0.139900,236923
Prim Nomal,65.731300,24.131200,2987
Kruskal Normal,78.903700,29.245800,2987
Prim Geometric,53.764600,28.820000,11939
Kruskal Geometric,66.770200,29.075200,11939
Prim Nomal,61.938700,24.990600,3025
Kruskal Normal,81.911300,29.552400,3025
Prim Geometric,54.385100,28.663200,12016
Kruskal Geometric,67.484000,28.803000,12016
Prim Nomal,65.512200,24.193800,2970
Kruskal Normal,79.104600,29.304800,2970
Prim Geometric,54.616300,27.607600,11770
Kruskal Geometric,67.982300,28.185400,11770
Prim Nomal,68.371900,24.881100,2949
Kruskal Normal,81.666700,30.450000,2949
Prim Geometric,53.770400,27.992800,11807
Kruskal Geometric,66.941000,28.938600,11807
Prim Nomal,62.671200,24.221700,2945
Kruskal Normal,77.658500,29.413900,2945
Prim Geometric,54.248000,28.559400,12072
Kruskal Geometric,67.491700,28.753100,12072
Prim Nomal,65.536700,24.195000,2967
Kruskal Normal,78.854400,29.470200,2967
Prim Geometric,54.440700,28.047900,12021
Kruskal Geometric,67.478200,29.115100,12021
Prim Nomal,63.579200,24.099500,2976
Kruskal Normal,76.935300,29.612200,2976
Prim Geometric,54.401300,28.296800,11750
Kruskal Geometric,67.843000,28.171100,11750
Prim Nomal,65.484800,24.936700,2944
Kruskal Normal,78.851500,29.321900,2944
Prim Geometric,54.965600,29.678400,11663
Kruskal Geometric,68.268300,28.331400,11663
Prim Nomal,66.648300,24.358600,2940
Kruskal Normal,79.871200,29.597800,2940
Prim Geometric,53.724100,30.055000,11711
Kruskal Geometric,67.337600,28.505500,11711
Prim Nomal,67.173600,24.231400,2986
Kruskal Normal,82.042900,29.493000,2986
Prim Geometric,53.788100,28.996300,12036
Kruskal Geometric,67.118200,34.367500,12036
Prim Nomal,81.543200,39.800500,2557
Kruskal Normal,104.293500,58.555200,2557
Prim Geometric,81.492800,47.130900,8513
Kruskal Geometric,104.013000,59.453900,8513
Prim Nomal,90.664300,40.214800,2547
Kruskal Normal,114.469700,59.935700,2547
Prim Geometric,73.038700,48.809200,8579
Kruskal Geometric,102.799800,57.691700,8579
Prim Nomal,76.350500,43.598500,2554
Kruskal Normal,98.802400,64.544100,2554
Prim Geometric,70.366300,46.983400,8371
Kruskal Geometric,92.982100,68.174300,8371
Prim Nomal,82.136600,39.688400,2552
Kruskal Normal,104.936300,60.358300,2552
Prim Geometric,78.974100,46.272300,8403
Kruskal Geometric,101.963100,58.267600,8403
Prim Nomal,82.449600,41.194900,2553
Kruskal Normal,105.300600,61.831000,2553
Prim Geometric,69.983500,54.956300,8560
Kruskal Geometric,92.533500,57.713900,8560
Prim Nomal,76.480600,39.983100,2538
Kruskal Normal,99.627000,67.970000,2538
Prim Geometric,70.944500,49.905200,8376
Kruskal Geometric,93.721700,58.530400,8376
Prim Nomal,81.427000,39.690600,2544
Kruskal Normal,104.206000,60.495800,2544
Prim Geometric,79.424300,44.832400,8423
Kruskal Geometric,102.268700,57.450600,8423
Prim Nomal,76.293000,39.841800,2549
Kruskal Normal,107.765800,60.701200,2549
Prim Geometric,70.655300,56.786700,8543
Kruskal Geometric,93.440400,59.967100,8543
Prim Nomal,75.994700,39.869100,2552
Kruskal Normal,99.087300,66.814800,2552
Prim Geometric,70.183000,45.333100,8556
Kruskal Geometric,93.221800,57.811400,8556
Prim Nomal,86.860500,40.227400,2550
Kruskal Normal,109.517100,60.142800,2550
Prim Geometric,70.337800,45.149500,8524
Kruskal Geometric,101.624500,58.170800,8524
Prim Nomal,85.960900,53.392900,2504
Kruskal Normal,110.118800,91.369900,2504
Prim Geometric,74.273700,62.327900,7059
Kruskal Geometric,97.787700,88.660700,7059
Prim Nomal,86.421000,52.645700,2503
Kruskal Normal,109.695300,89.198300,2503
Prim Geometric,74.817500,63.945300,7144
Kruskal Geometric,97.983100,88.124000,7144
Prim Nomal,85.935600,58.969000,2504
Kruskal Normal,110.414500,89.530700,2504
Prim Geometric,76.744500,59.439800,7210
Kruskal Geometric,100.023500,88.904400,7210
Prim Nomal,86.436200,50.887600,2509
Kruskal Normal,110.207500,95.888500,2509
Prim Geometric,73.934700,60.355700,7069
Kruskal Geometric,97.170700,87.830200,7069
Prim Nomal,88.026900,53.202300,2508
Kruskal Normal,112.251600,91.481400,2508
Prim Geometric,76.689100,64.733800,7118
Kruskal Geometric,100.498900,89.563200,7118
Prim Nomal,87.417400,50.968000,2506
Kruskal Normal,110.879700,92.193200,2506
Prim Geometric,74.168300,59.699800,7117
Kruskal Geometric,100.778900,89.002900,7117
Prim Nomal,86.557700,51.509000,2504
Kruskal Normal,110.004600,92.113600,2504
Prim Geometric,74.440600,59.789700,7173
Kruskal Geometric,97.547100,90.651400,7173
Prim Nomal,86.653400,51.059700,2503
Kruskal Normal,109.774400,96.656300,2503
Prim Geometric,74.035800,65.812700,7281
Kruskal Geometric,97.490300,88.224600,7281
Prim Nomal,88.175100,47.528900,2505
Kruskal Normal,111.307000,101.104800,2505
Prim Geometric,74.971000,59.788700,7139
Kruskal Geometric,98.114100,87.864800,7139
Prim Nomal,85.369400,44.162400,2502
Kruskal Normal,108.704700,98.862000,2502
Prim Geometric,74.409800,56.106400,7104
Kruskal Geometric,97.504500,96.376000,7104
Prim Nomal,79.378900,34.908900,2501
Kruskal Normal,100.837400,131.649200,2501
Prim Geometric,61.532100,47.349600,6422
Kruskal Geometric,82.815300,124.467700,6422
Prim Nomal,77.691600,34.646700,2502
Kruskal Normal,99.374400,133.270500,2502
Prim Geometric,62.165800,43.804500,6310
Kruskal Geometric,83.142300,128.080500,6310
Prim Nomal,80.202200,34.944200,2501
Kruskal Normal,101.768700,138.762400,2501
Prim Geometric,62.762300,52.715900,6367
Kruskal Geometric,84.280500,125.608400,6367
Prim Nomal,77.241100,44.489200,2501
Kruskal Normal,98.645000,124.021900,2501
Prim Geometric,61.666700,47.529100,6307
Kruskal Geometric,82.718000,125.483900,6307
Prim Nomal,77.299600,45.136500,2500
Kruskal Normal,98.844100,122.910600,2500
Prim Geometric,61.244900,53.886200,6475
Kruskal Geometric,82.277400,118.278500,6475
Prim Nomal,78.005300,42.364300,2500
Kruskal Normal,100.797700,125.576100,2500
Prim Geometric,61.977600,59.394100,6374
Kruskal Geometric,82.944800,116.397800,6374
Prim Nomal,79.094000,35.165300,2501
Kruskal Normal,107.869400,122.747400,2501
Prim Geometric,61.330400,58.006700,6378
Kruskal Geometric,85.917300,115.963200,6378
Prim Nomal,85.074900,35.136000,2499
Kruskal Normal,106.265800,120.635900,2499
Prim Geometric,63.011600,47.454400,6315
Kruskal Geometric,97.543100,117.835700,6315
Prim Nomal,85.436200,34.645300,2501
Kruskal Normal,106.730300,123.248200,2501
Prim Geometric,70.019700,48.876900,6330
Kruskal Geometric,91.022800,121.753600,6330
Prim Nomal,88.220200,34.772300,2499
Kruskal Normal,109.274900,125.874200,2499
Prim Geometric,79.388200,51.132700,6356
Kruskal Geometric,102.858700,133.669600,6356
Prim Nomal,72.549600,16.885500,2499
Kruskal Normal,91.756800,196.792500,2499
Prim Geometric,79.813600,40.885700,5838
Kruskal Geometric,99.944100,187.657400,5838
Prim Nomal,75.047000,24.339000,2499
Kruskal Normal,116.191900,243.769700,2499
Prim Geometric,58.114600,48.035400,5786
Kruskal Geometric,91.319100,207.898000,5786
Prim Nomal,77.328300,34.621900,2499
Kruskal Normal,94.930500,162.109900,2499
Prim Geometric,152.650400,35.659900,5837
Kruskal Geometric,171.412900,179.587000,5837
Prim Nomal,79.597700,20.835900,2499
Kruskal Normal,98.418100,187.306300,2499
Prim Geometric,55.505700,41.789400,5818
Kruskal Geometric,73.718200,190.909600,5818
Prim Nomal,100.237300,18.275300,2499
Kruskal Normal,124.472000,163.556700,2499
Prim Geometric,70.084100,43.195600,5769
Kruskal Geometric,87.735100,186.308900,5769
Prim Nomal,97.451100,26.325500,2499
Kruskal Normal,116.829600,185.175100,2499
Prim Geometric,71.397800,58.437900,5868
Kruskal Geometric,94.129600,165.219500,5868
Prim Nomal,113.903000,17.965100,2500
Kruskal Normal,132.664700,189.011900,2500
Prim Geometric,59.184500,33.232400,5825
Kruskal Geometric,77.056900,168.113700,5825
Prim Nomal,73.298100,20.867900,2499
Kruskal Normal,92.039300,173.053300,2499
Prim Geometric,53.173400,37.480200,5817
Kruskal Geometric,71.122900,175.434800,5817
Prim Nomal,82.074500,18.997300,2499
Kruskal Normal,143.417600,177.148200,2499
Prim Geometric,69.036800,32.474700,5870
Kruskal Geometric,86.776800,174.843200,5870
Prim Nomal,91.976300,25.258100,2499
Kruskal Normal,130.784000,219.096100,2499
Prim Geometric,59.209500,56.632300,5831
Kruskal Geometric,77.753400,160.666000,5831
Prim Nomal,170.778700,18.435500,635629
Kruskal Normal,178.536200,0.282200,635629
Prim Geometric,175.347900,18.451000,470662
Kruskal Geometric,182.427100,0.276200,470662
Prim Nomal,209.884600,19.416300,641625
Kruskal Normal,218.067300,0.287900,641625
Prim Geometric,165.217600,18.423200,468140
Kruskal Geometric,172.496100,0.276900,468140
Prim Nomal,161.513000,21.946100,637016
Kruskal Normal,171.812300,0.381400,637016
Prim Geometric,171.737200,18.116700,471345
Kruskal Geometric,179.292600,0.279900,471345
Prim Nomal,167.041300,19.807400,634390
Kruskal Normal,178.863200,0.301100,634390
Prim Geometric,191.314800,17.918300,466608
Kruskal Geometric,198.387200,0.279500,466608
Prim Nomal,158.391400,19.262300,632756
Kruskal Normal,167.007300,0.288800,632756
Prim Geometric,162.310500,39.125000,469012
Kruskal Geometric,169.628600,0.280200,469012
Prim Nomal,165.494400,18.810400,639667
Kruskal Normal,172.987600,0.290800,639667
Prim Geometric,169.727500,18.008200,472297
Kruskal Geometric,177.166600,0.277800,472297
Prim Nomal,176.296500,18.528200,633152
Kruskal Normal,183.629600,0.309300,633152
Prim Geometric,169.182600,19.648800,468306
Kruskal Geometric,176.376900,0.272100,468306
Prim Nomal,178.956100,20.366000,638205
Kruskal Normal,187.494700,0.288100,638205
Prim Geometric,154.222600,18.393000,471459
Kruskal Geometric,161.499400,0.279200,471459
Prim Nomal,163.895000,17.670200,636384
Kruskal Normal,171.182500,0.290900,636384
Prim Geometric,176.389700,18.319400,474774
Kruskal Geometric,183.976900,0.291900,474774
Prim Nomal,165.625000,18.063200,642073
Kruskal Normal,172.785600,0.295300,642073
Prim Geometric,159.188800,44.901900,466063
Kruskal Geometric,166.549300,0.348600,466063
Prim Nomal,265.858700,98.769100,5093
Kruskal Normal,321.099000,152.773500,5093
Prim Geometric,264.520700,123.757100,16470
Kruskal Geometric,317.567500,121.083400,16470
Prim Nomal,270.431900,118.989900,5095
Kruskal Normal,323.983000,124.800000,5095
Prim Geometric,240.342100,108.219300,16598
Kruskal Geometric,318.243200,134.674000,16598
Prim Nomal,252.331700,93.256000,5105
Kruskal Normal,303.113000,134.627000,5105
Prim Geometric,257.470900,107.782200,16629
Kruskal Geometric,309.134900,129.467700,16629
Prim Nomal,259.120800,174.012400,5092
Kruskal Normal,313.074000,124.056100,5092
Prim Geometric,244.002900,110.252000,16664
Kruskal Geometric,306.807100,150.474900,16664
Prim Nomal,262.888700,98.459500,5088
Kruskal Normal,316.022000,142.570900,5088
Prim Geometric,230.138300,132.989300,16340
Kruskal Geometric,284.719500,123.714800,16340
Prim Nomal,311.379000,94.627600,5100
Kruskal Normal,376.625300,140.439100,5100
Prim Geometric,256.514700,109.291000,16712
Kruskal Geometric,308.546400,131.736300,16712
Prim Nomal,267.397600,96.827200,5094
Kruskal Normal,323.584200,135.849000,5094
Prim Geometric,245.552500,115.280100,16567
Kruskal Geometric,297.288000,119.744100,16567
Prim Nomal,251.635400,109.587600,5084
Kruskal Normal,305.264100,128.639200,5084
Prim Geometric,244.473600,136.467300,16712
Kruskal Geometric,297.512500,135.564400,16712
Prim Nomal,255.014800,98.278500,5102
Kruskal Normal,308.316000,136.156500,5102
Prim Geometric,247.196800,110.453200,16692
Kruskal Geometric,298.896200,132.229600,16692
Prim Nomal,282.845700,105.867700,5119
Kruskal Normal,337.526800,129.232700,5119
Prim Geometric,251.183800,122.116400,16420
Kruskal Geometric,304.895700,126.902100,16420
Prim Nomal,357.817500,189.529400,5000
Kruskal Normal,449.493100,282.209800,5000
Prim Geometric,319.334600,208.114600,11942
Kruskal Geometric,411.587000,264.306200,11942
Prim Nomal,333.470200,179.030700,4999
Kruskal Normal,422.126100,269.939400,4999
Prim Geometric,430.798100,430.683400,11970
Kruskal Geometric,525.717100,260.006400,11970
Prim Nomal,334.175400,158.327300,4999
Kruskal Normal,438.231800,293.483100,4999
Prim Geometric,322.271500,187.496400,12060
Kruskal Geometric,411.257600,265.416300,12060
Prim Nomal,465.874200,165.557100,5003
Kruskal Normal,554.763900,271.200800,5003
Prim Geometric,301.719400,176.992900,12073
Kruskal Geometric,401.580900,269.210600,12073
Prim Nomal,366.771700,167.367300,5002
Kruskal Normal,457.096300,276.102700,5002
Prim Geometric,296.627000,194.901900,11921
Kruskal Geometric,385.078700,258.549300,11921
Prim Nomal,344.598000,167.811100,5001
Kruskal Normal,432.509500,258.082800,5001
Prim Geometric,320.504000,204.495400,11948
Kruskal Geometric,411.140400,261.119500,11948
Prim Nomal,338.962000,181.099200,5000
Kruskal Normal,430.421100,279.743900,5000
Prim Geometric,359.804500,179.901000,12094
Kruskal Geometric,464.146700,301.151400,12094
Prim Nomal,352.769900,180.115500,5000
Kruskal Normal,444.034000,287.141200,5000
Prim Geometric,337.994100,209.817500,12198
Kruskal Geometric,429.507700,274.992000,12198
Prim Nomal,352.857000,166.730000,5000
Kruskal Normal,471.231200,308.957900,5000
Prim Geometric,436.070800,216.059800,12193
Kruskal Geometric,550.777400,290.463200,12193
Prim Nomal,340.708400,167.828700,5003
Kruskal Normal,452.887400,321.402600,5003
Prim Geometric,337.478500,201.604600,12131
Kruskal Geometric,434.950200,279.896200,12131
Prim Nomal,413.112200,198.605900,4999
Kruskal Normal,513.623200,444.642300,4999
Prim Geometric,332.809800,229.917400,9913
Kruskal Geometric,439.852500,410.059700,9913
Prim Nomal,425.007600,208.116800,4999
Kruskal Normal,525.527500,441.876500,4999
Prim Geometric,343.393400,229.445900,9957
Kruskal Geometric,462.704600,406.648100,9957
Prim Nomal,399.898000,201.541900,4999
Kruskal Normal,498.201300,445.083600,4999
Prim Geometric,331.201700,223.951900,10042
Kruskal Geometric,440.904000,405.472300,10042
Prim Nomal,429.427100,200.218000,4999
Kruskal Normal,527.754700,457.473200,4999
Prim Geometric,329.819700,215.020600,10077
Kruskal Geometric,439.293800,423.103400,10077
Prim Nomal,395.645800,193.486300,4999
Kruskal Normal,491.513300,458.534800,4999
Prim Geometric,348.174600,238.615200,9939
Kruskal Geometric,456.655900,408.127100,9939
Prim Nomal,389.580300,204.837300,4999
Kruskal Normal,491.657700,437.341300,4999
Prim Geometric,342.870400,225.921100,10092
Kruskal Geometric,490.359200,411.091400,10092
Prim Nomal,411.453100,260.720000,4999
Kruskal Normal,507.014100,667.526900,4999
Prim Geometric,320.657500,199.853400,10041
Kruskal Geometric,441.611400,417.345100,10041
Prim Nomal,386.115500,187.937300,4999
Kruskal Normal,480.983600,417.659200,4999
Prim Geometric,330.346800,213.363100,10042
Kruskal Geometric,422.844500,405.377900,10042
Prim Nomal,357.885100,183.452700,4999
Kruskal Normal,448.254200,408.559900,4999
Prim Geometric,304.619200,217.485800,10080
Kruskal Geometric,395.145700,405.134400,10080
Prim Nomal,386.698700,184.815900,4999
Kruskal Normal,500.372600,403.228800,4999
Prim Geometric,346.061000,223.866000,9970
Kruskal Geometric,437.809400,438.619000,9970
Prim Nomal,359.042600,149.269300,4999
Kruskal Normal,444.363900,568.677200,4999
Prim Geometric,266.081900,198.393300,8868
Kruskal Geometric,363.307700,532.208000,8868
Prim Nomal,340.206400,144.755500,4999
Kruskal Normal,424.469800,561.143600,4999
Prim Geometric,258.402900,169.864000,8917
Kruskal Geometric,354.538100,530.437600,8917
Prim Nomal,343.021900,161.144400,4999
Kruskal Normal,425.545600,539.732400,4999
Prim Geometric,279.594200,187.603600,8784
Kruskal Geometric,362.346900,534.861600,8784
Prim Nomal,368.062300,150.298900,4999
Kruskal Normal,451.763800,546.750000,4999
Prim Geometric,274.952300,174.915600,8905
Kruskal Geometric,361.702400,536.422300,8905
Prim Nomal,363.624300,155.044600,4999
Kruskal Normal,446.431500,582.213500,4999
Prim Geometric,267.425700,178.261600,8843
Kruskal Geometric,349.487200,524.353900,8843
Prim Nomal,357.323900,147.198800,4999
Kruskal Normal,441.910900,550.318500,4999
Prim Geometric,266.792400,186.885400,8775
Kruskal Geometric,350.738500,537.740900,8775
Prim Nomal,351.771500,137.025300,4999
Kruskal Normal,449.447400,559.690700,4999
Prim Geometric,284.775900,206.127200,8803
Kruskal Geometric,369.291500,538.260700,8803
Prim Nomal,371.029700,136.811400,4999
Kruskal Normal,454.753600,575.881000,4999
Prim Geometric,268.812900,209.512700,8808
Kruskal Geometric,355.168100,534.923100,8808
Prim Nomal,362.226700,147.752400,4999
Kruskal Normal,448.302100,553.567100,4999
Prim Geometric,278.171500,173.360700,8841
Kruskal Geometric,362.160100,559.903500,8841
Prim Nomal,374.495000,152.750800,4999
Kruskal Normal,464.699700,551.557200,4999
Prim Geometric,274.808100,199.015500,8816
Kruskal Geometric,361.967400,532.832000,8816
Prim Nomal,329.530300,96.942900,4999
Kruskal Normal,402.953000,725.623300,4999
Prim Geometric,243.855800,140.592800,8073
Kruskal Geometric,312.627500,715.945800,8073
Prim Nomal,326.194800,109.670700,4999
Kruskal Normal,395.000800,704.208300,4999
Prim Geometric,227.103400,133.983600,8126
Kruskal Geometric,316.658000,680.807600,8126
Prim Nomal,323.068000,81.370500,4999
Kruskal Normal,400.827300,697.108300,4999
Prim Geometric,250.454500,141.627600,8117
Kruskal Geometric,317.210600,654.268500,8117
Prim Nomal,336.935100,92.067100,4999
Kruskal Normal,404.834900,694.178300,4999
Prim Geometric,240.707500,145.350800,8073
Kruskal Geometric,309.070800,688.622000,8073
Prim Nomal,405.506600,87.904100,4999
Kruskal Normal,485.856600,809.052000,4999
Prim Geometric,247.045700,179.470300,8175
Kruskal Geometric,323.956700,681.662100,8175
Prim Nomal,327.448100,85.075800,4999
Kruskal Normal,404.645800,745.050400,4999
Prim Geometric,232.435600,150.883900,8168
Kruskal Geometric,301.911000,655.663900,8168
Prim Nomal,332.080900,87.316400,4999
Kruskal Normal,401.001000,740.002500,4999
Prim Geometric,253.695100,131.364300,8116
Kruskal Geometric,336.261100,701.185200,8116
Prim Nomal,345.993800,91.697700,4999
Kruskal Normal,426.657000,734.520500,4999
Prim Geometric,244.615900,171.428000,8129
Kruskal Geometric,314.134100,700.302100,8129
Prim Nomal,337.747500,105.824600,4999
Kruskal Normal,406.559000,742.450900,4999
Prim Geometric,250.022900,156.416000,8090
Kruskal Geometric,331.622000,768.127900,8090
Prim Nomal,376.100600,109.826100,4999
Kruskal Normal,449.032400,776.178800,4999
Prim Geometric,267.486700,140.112000,8085
Kruskal Geometric,338.667200,697.700100,8085
Prim Nomal,345.050400,42.537800,953384
Kruskal Normal,361.311200,0.518800,953384
Prim Geometric,367.632900,44.990900,710542
Kruskal Geometric,386.320900,0.420600,710542
Prim Nomal,346.428500,41.482000,952641
Kruskal Normal,362.582300,7.993400,952641
Prim Geometric,357.296800,42.834800,706555
Kruskal Geometric,373.144900,0.413500,706555
Prim Nomal,344.909400,41.248800,951029
Kruskal Normal,360.724700,0.429000,951029
Prim Geometric,330.088900,39.701100,704076
Kruskal Geometric,345.631700,0.404800,704076
Prim Nomal,346.614500,40.474500,961351
Kruskal Normal,362.465400,0.422400,961351
Prim Geometric,361.391400,39.946400,710088
Kruskal Geometric,387.464900,0.406000,710088
Prim Nomal,328.966700,39.617200,953068
Kruskal Normal,345.636800,0.425100,953068
Prim Geometric,346.769500,40.831500,707809
Kruskal Geometric,362.421700,0.409800,707809
Prim Nomal,327.339000,40.796800,955375
Kruskal Normal,343.333100,0.423400,955375
Prim Geometric,355.308700,40.509600,712489
Kruskal Geometric,370.930900,0.409700,712489
Prim Nomal,333.073500,58.678700,966337
Kruskal Normal,349.181700,0.422600,966337
Prim Geometric,344.858200,41.732200,703331
Kruskal Geometric,361.650700,0.609300,703331
Prim Nomal,369.078800,40.980000,960996
Kruskal Normal,385.301900,0.433800,960996
Prim Geometric,354.606300,51.824000,705238
Kruskal Geometric,370.308800,0.413800,705238
Prim Nomal,347.356300,42.498900,950804
Kruskal Normal,365.760200,0.426200,950804
Prim Geometric,356.797200,42.035600,703955
Kruskal Geometric,373.536100,0.439400,703955
Prim Nomal,340.763500,59.896600,965175
Kruskal Normal,356.902500,0.428600,965175
Prim Geometric,324.282000,41.006400,706715
Kruskal Geometric,340.420400,0.417800,706715
Prim Nomal,558.759100,226.271600,7521
Kruskal Normal,697.704000,311.625700,7521
Prim Geometric,556.759600,260.884100,20473
Kruskal Geometric,691.030100,346.789500,20473
Prim Nomal,628.572100,237.442400,7506
Kruskal Normal,745.851500,333.866300,7506
Prim Geometric,570.111600,276.123400,20253
Kruskal Geometric,691.854000,333.780000,20253
Prim Nomal,572.001000,211.519500,7516
Kruskal Normal,694.110300,322.234100,7516
Prim Geometric,543.297400,251.465300,20502
Kruskal Geometric,657.500900,321.623200,20502
Prim Nomal,566.517500,234.991200,7518
Kruskal Normal,684.895800,315.778800,7518
Prim Geometric,573.539600,251.043700,20222
Kruskal Geometric,699.837500,309.908900,20222
Prim Nomal,557.799900,331.555500,7526
Kruskal Normal,672.415500,325.770400,7526
Prim Geometric,528.121400,251.882300,20328
Kruskal Geometric,660.338800,291.729900,20328
Prim Nomal,634.856100,245.238400,7521
Kruskal Normal,758.031100,310.725500,7521
Prim Geometric,939.498400,247.450700,20180
Kruskal Geometric,1067.662100,303.704800,20180
Prim Nomal,543.656100,289.545000,7514
Kruskal Normal,688.598500,296.375400,7514
Prim Geometric,507.641900,334.075100,20189
Kruskal Geometric,621.175600,299.697600,20189
Prim Nomal,555.665700,215.933800,7517
Kruskal Normal,686.462600,302.192600,7517
Prim Geometric,510.311900,245.463500,20344
Kruskal Geometric,622.319700,292.654300,20344
Prim Nomal,549.492400,224.840200,7522
Kruskal Normal,661.405500,372.304700,7522
Prim Geometric,563.505700,239.629500,20240
Kruskal Geometric,676.266600,301.448800,20240
Prim Nomal,540.045500,224.489600,7520
Kruskal Normal,651.235500,308.092500,7520
Prim Geometric,547.138200,250.649600,20228
Kruskal Geometric,671.105600,289.562000,20228
Prim Nomal,731.239100,371.138900,7499
Kruskal Normal,938.918900,637.472900,7499
Prim Geometric,657.909200,429.814700,14509
Kruskal Geometric,866.996600,679.632300,14509
Prim Nomal,751.029600,387.979500,7499
Kruskal Normal,958.679300,612.142600,7499
Prim Geometric,671.461800,400.773000,14568
