TipoGrafo,Vertices,DensidadePercentual,Repeticao,Algoritmo,TempoMilissegundos,PesoTotalMST
Geometrico,7500,20,8,Prim,77.2543,30856.3
Geometrico,7500,20,9,Kruskal,506.439,30680.9
Geometrico,7500,20,9,Prim,78.7006,30680.9
Geometrico,7500,20,10,Kruskal,496.482,30425.3
Geometrico,7500,20,10,Prim,81.5409,30425.3
Geometrico,7500,40,1,Kruskal,975.104,23065
Geometrico,7500,40,1,Prim,140.772,23065
Geometrico,7500,40,2,Kruskal,1018.51,23121.8
Geometrico,7500,40,2,Prim,131.803,23121.8
Geometrico,7500,40,3,Kruskal,1007.67,23043.2
Geometrico,7500,40,3,Prim,139.53,23043.2
Geometrico,7500,40,4,Kruskal,1025.66,23387
Geometrico,7500,40,4,Prim,145.664,23387
Geometrico,7500,40,5,Kruskal,1013.54,23176.1
Geometrico,7500,40,5,Prim,144.217,23176.1
Geometrico,7500,40,6,Kruskal,1000.5,23012.8
Geometrico,7500,40,6,Prim,139.782,23012.8
Geometrico,7500,40,7,Kruskal,999.839,23264.9
Geometrico,7500,40,7,Prim,136.811,23264.9
Geometrico,7500,40,8,Kruskal,1006.55,23088.2
Geometrico,7500,40,8,Prim,134.929,23088.2
Geometrico,7500,40,9,Kruskal,996.162,23367
Geometrico,7500,40,9,Prim,131.772,23367
Geometrico,7500,40,10,Kruskal,982.348,23279.9
Geometrico,7500,40,10,Prim,139.65,23279.9
Geometrico,7500,60,1,Kruskal,1508.44,20105.6
Geometrico,7500,60,1,Prim,210.127,20105.6
Geometrico,7500,60,2,Kruskal,1500.36,20024.3
Geometrico,7500,60,2,Prim,203.507,20024.3
Geometrico,7500,60,3,Kruskal,1488.72,20094.3
Geometrico,7500,60,3,Prim,209.059,20094.3
Geometrico,7500,60,4,Kruskal,1482.45,19985.4
Geometrico,7500,60,4,Prim,193.9,19985.4
Geometrico,7500,60,5,Kruskal,1505.45,19993.9
Geometrico,7500,60,5,Prim,199.911,19993.9
Geometrico,7500,60,6,Kruskal,1581.99,20119.5
Geometrico,7500,60,6,Prim,199.367,20119.5
Geometrico,7500,60,7,Kruskal,1506.38,20105.1
Geometrico,7500,60,7,Prim,204.925,20105.1
Geometrico,7500,60,8,Kruskal,1541.78,20181.3
Geometrico,7500,60,8,Prim,204.317,20181.3
Geometrico,7500,60,9,Kruskal,1504.82,20200.6
Geometrico,7500,60,9,Prim,196.808,20200.6
Geometrico,7500,60,10,Kruskal,1528.46,20165.1
Geometrico,7500,60,10,Prim,196.154,20165.1
Geometrico,7500,80,1,Kruskal,2045.95,18456.5
Geometrico,7500,80,1,Prim,263.469,18456.5
Geometrico,7500,80,2,Kruskal,2045.66,18445.7
Geometrico,7500,80,2,Prim,265.969,18445.7
Geometrico,7500,80,3,Kruskal,1970.02,18389.5
Geometrico,7500,80,3,Prim,251.35,18389.5
Geometrico,7500,80,4,Kruskal,1939.17,18296.2
Geometrico,7500,80,4,Prim,254.696,18296.2
Geometrico,7500,80,5,Kruskal,2186.87,18396.7
Geometrico,7500,80,5,Prim,598.5,18396.7
Geometrico,7500,80,6,Kruskal,2044.26,18364.8
Geometrico,7500,80,6,Prim,271.743,18364.8
Geometrico,7500,80,7,Kruskal,2050.91,18529.9
Geometrico,7500,80,7,Prim,280.88,18529.9
Geometrico,7500,80,8,Kruskal,2063.67,18220.7
Geometrico,7500,80,8,Prim,257.078,18220.7
Geometrico,7500,80,9,Kruskal,2003.81,18452.7
Geometrico,7500,80,9,Prim,262.177,18452.7
Geometrico,7500,80,10,Kruskal,2031.57,18468.3
Geometrico,7500,80,10,Prim,247.879,18468.3
Geometrico,7500,100,1,Kruskal,2661.33,17275.4
Geometrico,7500,100,1,Prim,310.983,17275.4
Geometrico,7500,100,2,Kruskal,2509.19,17368
Geometrico,7500,100,2,Prim,309.629,17368
Geometrico,7500,100,3,Kruskal,2514.27,17190.4
Geometrico,7500,100,3,Prim,325.156,17190.4
Geometrico,7500,100,4,Kruskal,2505.84,17254.8
Geometrico,7500,100,4,Prim,303.329,17254.8
Geometrico,7500,100,5,Kruskal,2576.57,17293.9
Geometrico,7500,100,5,Prim,316.718,17293.9
Geometrico,7500,100,6,Kruskal,2452.26,17301.8
Geometrico,7500,100,6,Prim,361.263,17301.8
Geometrico,7500,100,7,Kruskal,2497.47,17410.1
Geometrico,7500,100,7,Prim,298.556,17410.1
Geometrico,7500,100,8,Kruskal,2527.62,17327.5
Geometrico,7500,100,8,Prim,301.708,17327.5
Geometrico,7500,100,9,Kruskal,2499,17519.5
Geometrico,7500,100,9,Prim,310.495,17519.5
Geometrico,7500,100,10,Kruskal,2475.97,17455.7
Geometrico,7500,100,10,Prim,307.343,17455.7
Geometrico,10000,0,1,Kruskal,1.0527,1.32689e+06
Geometrico,10000,0,1,Prim,0.72,1.32689e+06
Geometrico,10000,0,2,Kruskal,1.0721,1.33324e+06
Geometrico,10000,0,2,Prim,0.8412,1.33324e+06
Geometrico,10000,0,3,Kruskal,0.8569,1.33117e+06
Geometrico,10000,0,3,Prim,0.6267,1.33117e+06
Geometrico,10000,0,4,Kruskal,0.8797,1.3164e+06
Geometrico,10000,0,4,Prim,0.662,1.3164e+06
Geometrico,10000,0,5,Kruskal,0.9121,1.32625e+06
Geometrico,10000,0,5,Prim,0.547,1.32625e+06
Geometrico,10000,0,6,Kruskal,0.9819,1.33307e+06
Geometrico,10000,0,6,Prim,1.0325,1.33307e+06
Geometrico,10000,0,7,Kruskal,0.8615,1.32759e+06
Geometrico,10000,0,7,Prim,0.5233,1.32759e+06
Geometrico,10000,0,8,Kruskal,0.8703,1.33575e+06
Geometrico,10000,0,8,Prim,0.7025,1.33575e+06
Geometrico,10000,0,9,Kruskal,0.923,1.34008e+06
Geometrico,10000,0,9,Prim,0.6743,1.34008e+06
Geometrico,10000,0,10,Kruskal,1.0527,1.33683e+06
Geometrico,10000,0,10,Prim,0.5368,1.33683e+06
Geometrico,10000,20,1,Kruskal,876.293,35083.4
Geometrico,10000,20,1,Prim,124.599,35083.4
Geometrico,10000,20,2,Kruskal,863.804,35729.3
Geometrico,10000,20,2,Prim,124.351,35729.3
Geometrico,10000,20,3,Kruskal,882.212,35195.5
Geometrico,10000,20,3,Prim,124.534,35195.5
Geometrico,10000,20,4,Kruskal,872.862,35272.8
Geometrico,10000,20,4,Prim,125.866,35272.8
Geometrico,10000,20,5,Kruskal,863.53,35265.3
Geometrico,10000,20,5,Prim,131.182,35265.3
Geometrico,10000,20,6,Kruskal,865.942,34984.1
Geometrico,10000,20,6,Prim,129.261,34984.1
Geometrico,10000,20,7,Kruskal,875.284,35323
Geometrico,10000,20,7,Prim,130.584,35323
Geometrico,10000,20,8,Kruskal,890.698,35660.5
Geometrico,10000,20,8,Prim,131.407,35660.5
Geometrico,10000,20,9,Kruskal,879.734,35669
Geometrico,10000,20,9,Prim,128.38,35669
Geometrico,10000,20,10,Kruskal,879.816,35441.7
Geometrico,10000,20,10,Prim,118.805,35441.7
Geometrico,10000,40,1,Kruskal,1796.72,26802.6
Geometrico,10000,40,1,Prim,238.979,26802.6
Geometrico,10000,40,2,Kruskal,1730.62,26858.1
Geometrico,10000,40,2,Prim,223.885,26858.1
Geometrico,10000,40,3,Kruskal,1850.36,26566.8
Geometrico,10000,40,3,Prim,232.674,26566.8
Geometrico,10000,40,4,Kruskal,1788.07,26618.6
Geometrico,10000,40,4,Prim,250.712,26618.6
Geometrico,10000,40,5,Kruskal,1760.01,26708
Geometrico,10000,40,5,Prim,243.501,26708
Geometrico,10000,40,6,Kruskal,1757.49,26435
Geometrico,10000,40,6,Prim,225.354,26435
Geometrico,10000,40,7,Kruskal,1851.66,26535.8
Geometrico,10000,40,7,Prim,244.054,26535.8
Geometrico,10000,40,8,Kruskal,1796.88,26683.2
Geometrico,10000,40,8,Prim,248.324,26683.2
Geometrico,10000,40,9,Kruskal,1795.06,26838.6
Geometrico,10000,40,9,Prim,243.998,26838.6
Geometrico,10000,40,10,Kruskal,1756.91,26680.4
Geometrico,10000,40,10,Prim,235.357,26680.4
Geometrico,10000,60,1,Kruskal,2675.19,23021.4
Geometrico,10000,60,1,Prim,335.451,23021.4
Geometrico,10000,60,2,Kruskal,2680.49,23322.5
Geometrico,10000,60,2,Prim,339.016,23322.5
Geometrico,10000,60,3,Kruskal,2647.81,23199
Geometrico,10000,60,3,Prim,335.311,23199
Geometrico,10000,60,4,Kruskal,2622.86,23060
Geometrico,10000,60,4,Prim,329.105,23060
Geometrico,10000,60,5,Kruskal,2672.13,23289.5
Geometrico,10000,60,5,Prim,335.24,23289.5
Geometrico,10000,60,6,Kruskal,2675.23,23152.4
Geometrico,10000,60,6,Prim,344.341,23152.4
Geometrico,10000,60,7,Kruskal,2649.93,23364.3
Geometrico,10000,60,7,Prim,323.997,23364.3
Geometrico,10000,60,8,Kruskal,2776.83,23095.6
Geometrico,10000,60,8,Prim,348.621,23095.6
Geometrico,10000,60,9,Kruskal,3010.63,23153.5
Geometrico,10000,60,9,Prim,356.924,23153.5
Geometrico,10000,60,10,Kruskal,2672.95,23110.2
Geometrico,10000,60,10,Prim,332.777,23110.2
Geometrico,10000,80,1,Kruskal,3584.32,21136.6
Geometrico,10000,80,1,Prim,441.925,21136.6
Geometrico,10000,80,2,Kruskal,3499.98,21198.3
Geometrico,10000,80,2,Prim,439.329,21198.3
Geometrico,10000,80,3,Kruskal,3573.64,21140.8
Geometrico,10000,80,3,Prim,454.18,21140.8
Geometrico,10000,80,4,Kruskal,3653.4,21216.3
Geometrico,10000,80,4,Prim,445.099,21216.3
Geometrico,10000,80,5,Kruskal,3563.03,21095.1
Geometrico,10000,80,5,Prim,431.24,21095.1
Geometrico,10000,80,6,Kruskal,3565.24,21164.6
Geometrico,10000,80,6,Prim,438.54,21164.6
Geometrico,10000,80,7,Kruskal,3561.78,21169.1
Geometrico,10000,80,7,Prim,454.996,21169.1
Geometrico,10000,80,8,Kruskal,3563.19,21141.1
Geometrico,10000,80,8,Prim,429.478,21141.1
Geometrico,10000,80,9,Kruskal,3537.98,21350.9
Geometrico,10000,80,9,Prim,424.694,21350.9
Geometrico,10000,80,10,Kruskal,3727.17,21246.9
Geometrico,10000,80,10,Prim,438.112,21246.9
Geometrico,10000,100,1,Kruskal,4786.79,19883.7
Geometrico,10000,100,1,Prim,557.348,19883.7
Geometrico,10000,100,2,Kruskal,4920.26,20062.2
Geometrico,10000,100,2,Prim,571.333,20062.2
Geometrico,10000,100,3,Kruskal,4852.61,20053.6
Geometrico,10000,100,3,Prim,582.092,20053.6
Geometrico,10000,100,4,Kruskal,4986.16,19979.6
Geometrico,10000,100,4,Prim,567.424,19979.6
Geometrico,10000,100,5,Kruskal,4869.63,20079.4
Geometrico,10000,100,5,Prim,622.963,20079.4
Geometrico,10000,100,6,Kruskal,4921.95,20021.6
Geometrico,10000,100,6,Prim,587.724,20021.6
Geometrico,10000,100,7,Kruskal,5191.68,20130.9
Geometrico,10000,100,7,Prim,706.26,20130.9
Geometrico,10000,100,8,Kruskal,5204.29,20048.2
Geometrico,10000,100,8,Prim,585.035,20048.2
Geometrico,10000,100,9,Kruskal,5258.6,19967.6
Geometrico,10000,100,9,Prim,614.177,19967.6
Geometrico,10000,100,10,Kruskal,5103.1,20005.1
Geometrico,10000,100,10,Prim,600.709,20005.1
