algorithm,constructionTime,executionTime,weightMST
Kruskal Normal,25.208000,22.402100,1045
Prim Geometric,12.667100,13.316200,4120
Kruskal Geometric,17.324000,22.939800,4120
Prim Nomal,15.807800,13.764600,1053
Kruskal Normal,22.542000,25.075800,1053
Prim Geometric,13.599200,13.017000,3986
Kruskal Geometric,17.813800,25.258000,3986
Prim Nomal,17.435300,9.040500,1033
Kruskal Normal,24.275200,24.069700,1033
Prim Geometric,20.041300,10.082500,4058
Kruskal Geometric,24.699300,22.217200,4058
Prim Nomal,17.153800,10.019400,1062
Kruskal Normal,22.151900,22.401300,1062
Prim Geometric,11.734800,12.983600,4033
Kruskal Geometric,15.509900,23.391500,4033
Prim Nomal,18.323700,7.581000,1057
Kruskal Normal,21.971100,24.553200,1057
Prim Geometric,9.883700,12.444100,4051
Kruskal Geometric,18.096800,23.944500,4051
Prim Nomal,17.666500,11.573600,1052
Kruskal Normal,21.784400,23.868900,1052
Prim Geometric,11.949200,8.602000,4022
Kruskal Geometric,18.296800,21.678700,4022
Prim Nomal,15.357400,7.997300,1040
Kruskal Normal,19.584900,25.673200,1040
Prim Geometric,10.301500,15.778700,3969
Kruskal Geometric,15.708400,22.660600,3969
Prim Nomal,13.221200,2.740000,1020
Kruskal Normal,16.463900,31.012400,1020
Prim Geometric,16.466400,8.771700,3683
Kruskal Geometric,23.626900,28.563400,3683
Prim Nomal,16.350100,7.011300,1020
Kruskal Normal,20.607400,31.846800,1020
Prim Geometric,8.016700,10.117300,3730
Kruskal Geometric,11.436100,30.218100,3730
Prim Nomal,24.050100,3.038400,1016
Kruskal Normal,28.663900,27.793000,1016
Prim Geometric,7.910900,9.292400,3745
Kruskal Geometric,15.841700,28.822100,3745
Prim Nomal,17.158300,5.232900,1020
Kruskal Normal,20.482500,36.023500,1020
Prim Geometric,13.204400,8.249500,3695
Kruskal Geometric,16.415200,32.836000,3695
Prim Nomal,14.529200,4.517800,1019
Kruskal Normal,17.814300,34.319200,1019
Prim Geometric,13.386800,10.993000,3729
Kruskal Geometric,16.437300,30.375500,3729
Prim Nomal,23.044400,7.319000,1024
Kruskal Normal,28.246800,35.053200,1024
Prim Geometric,13.823500,11.482000,3673
Kruskal Geometric,17.404400,32.228700,3673
Prim Nomal,17.485100,5.404400,1017
Kruskal Normal,20.827700,37.195900,1017
Prim Geometric,15.227800,10.934700,3730
Kruskal Geometric,20.451200,30.525400,3730
Prim Nomal,18.014800,4.378300,1023
Kruskal Normal,21.190100,31.243500,1023
Prim Geometric,12.542500,11.526100,3668
Kruskal Geometric,17.258500,31.262300,3668
Prim Nomal,12.708700,5.103100,1016
Kruskal Normal,18.812200,32.686500,1016
Prim Geometric,10.846700,8.073100,3746
Kruskal Geometric,14.015200,34.092900,3746
Prim Nomal,15.203100,9.046600,1027
Kruskal Normal,18.508600,32.326200,1027
Prim Geometric,12.655600,5.727500,3683
Kruskal Geometric,16.404300,34.168600,3683
Prim Nomal,53.974000,0.030900,0
Kruskal Normal,55.878400,0.001100,0
Prim Geometric,51.700000,0.023400,0
Kruskal Geometric,53.748800,0.001100,0
Prim Nomal,56.131400,0.045200,0
Kruskal Normal,59.590900,0.001400,0
Prim Geometric,48.876300,0.034900,0
Kruskal Geometric,50.697800,0.001100,0
Prim Nomal,43.399100,0.029800,0
Kruskal Normal,45.183300,0.001000,0
Prim Geometric,42.718800,0.033100,0
Kruskal Geometric,44.503100,0.001100,0
Prim Nomal,51.355200,0.030500,0
Kruskal Normal,55.335400,0.001100,0
Prim Geometric,47.568200,0.035100,0
Kruskal Geometric,49.454500,0.001300,0
Prim Nomal,56.051900,0.028700,0
Kruskal Normal,58.024500,0.001200,0
Prim Geometric,44.539200,0.032500,0
Kruskal Geometric,46.629300,0.001200,0
Prim Nomal,54.793700,0.097000,0
Kruskal Normal,58.982800,0.001200,0
Prim Geometric,54.759500,0.034900,0
Kruskal Geometric,56.585100,0.001100,0
Prim Nomal,53.557300,0.028700,0
Kruskal Normal,55.429500,0.001200,0
Prim Geometric,46.608000,0.034900,0
Kruskal Geometric,48.389900,0.001200,0
Prim Nomal,53.985500,0.028500,0
Kruskal Normal,55.775900,0.001200,0
Prim Geometric,44.070400,0.034900,0
Kruskal Geometric,47.446600,0.001300,0
Prim Nomal,46.988900,0.026600,0
Kruskal Normal,48.778200,0.001100,0
Prim Geometric,50.516800,0.034000,0
Kruskal Geometric,53.322000,0.001200,0
Prim Nomal,49.118800,0.032200,0
Kruskal Normal,52.352800,0.001100,0
Prim Geometric,44.767900,0.031400,0
Kruskal Geometric,48.169400,0.001100,0
Prim Nomal,76.598900,27.460800,2977
Kruskal Normal,95.136300,37.602100,2977
Prim Geometric,69.267600,35.499200,11699
Kruskal Geometric,83.904800,36.556800,11699
Prim Nomal,74.329400,30.114900,2973
Kruskal Normal,88.551800,38.108500,2973
Prim Geometric,66.004900,35.078800,11589
Kruskal Geometric,80.015000,36.734100,11589
Prim Nomal,85.811000,30.508400,2935
Kruskal Normal,101.563800,35.015300,2935
Prim Geometric,63.668000,29.286200,11926
Kruskal Geometric,80.772300,30.665900,11926
Prim Nomal,75.900200,30.830500,2978
Kruskal Normal,91.432200,31.986400,2978
Prim Geometric,61.701300,32.503000,11846
Kruskal Geometric,77.444100,31.494300,11846
Prim Nomal,72.991700,27.630200,2992
Kruskal Normal,87.980800,37.657500,2992
Prim Geometric,66.104900,34.658700,11857
Kruskal Geometric,86.518800,33.851500,11857
Prim Nomal,72.274000,28.052000,2981
Kruskal Normal,90.252700,37.355800,2981
Prim Geometric,64.428400,32.968200,11736
Kruskal Geometric,81.083700,31.715600,11736
Prim Nomal,69.869300,31.836500,2918
Kruskal Normal,84.212600,35.087900,2918
Prim Geometric,65.768700,34.522300,11858
Kruskal Geometric,81.542400,31.098400,11858
Prim Nomal,73.781800,29.747100,2949
Kruskal Normal,87.134600,36.342700,2949
Prim Geometric,68.483700,36.492700,11931
Kruskal Geometric,84.415600,33.813700,11931
Prim Nomal,78.019400,30.778800,2977
Kruskal Normal,94.311800,36.060100,2977
Prim Geometric,73.640900,34.267500,11973
Kruskal Geometric,91.380600,37.638000,11973
Prim Nomal,76.421400,37.951400,2968
Kruskal Normal,92.757200,42.640200,2968
Prim Geometric,78.635500,65.712700,11800
Kruskal Geometric,104.382400,53.028800,11800
Prim Nomal,143.094700,45.542100,2534
Kruskal Normal,178.184000,64.635600,2534
Prim Geometric,83.324300,68.098700,8455
Kruskal Geometric,106.896600,80.146100,8455
Prim Nomal,92.949800,57.116500,2538
Kruskal Normal,121.128400,73.644100,2538
Prim Geometric,90.176600,64.648900,8583
Kruskal Geometric,114.707400,64.982400,8583
Prim Nomal,99.654200,48.022600,2534
Kruskal Normal,127.477300,75.866900,2534
Prim Geometric,91.774100,59.999900,8666
Kruskal Geometric,117.430100,69.676600,8666
Prim Nomal,97.766500,44.476600,2541
Kruskal Normal,130.378400,72.691800,2541
Prim Geometric,95.275000,58.799900,8697
Kruskal Geometric,120.272600,72.020300,8697
Prim Nomal,103.039300,49.193700,2542
Kruskal Normal,130.294300,77.168500,2542
Prim Geometric,85.215800,60.779000,8485
Kruskal Geometric,117.637800,75.434400,8485
Prim Nomal,108.730900,50.092200,2549
Kruskal Normal,138.953300,73.612200,2549
Prim Geometric,90.647700,59.909300,8610
Kruskal Geometric,116.180900,71.906100,8610
Prim Nomal,98.512200,51.980500,2541
Kruskal Normal,125.485900,71.913700,2541
Prim Geometric,85.917300,57.371700,8679
Kruskal Geometric,113.747300,71.468300,8679
Prim Nomal,97.331600,49.180000,2553
Kruskal Normal,124.383600,77.409600,2553
Prim Geometric,82.541600,56.413900,8478
Kruskal Geometric,109.659500,68.626000,8478
Prim Nomal,98.674200,47.338200,2546
Kruskal Normal,128.588000,72.844000,2546
Prim Geometric,84.832400,63.768700,8491
Kruskal Geometric,116.615100,67.885700,8491
Prim Nomal,94.748300,51.514800,2549
Kruskal Normal,122.210100,77.711600,2549
Prim Geometric,121.777000,71.219200,8462
Kruskal Geometric,169.048700,72.825300,8462
Prim Nomal,99.363700,58.696700,2503
Kruskal Normal,123.752700,137.529800,2503
Prim Geometric,83.906200,75.452100,7141
Kruskal Geometric,120.407500,92.431100,7141
Prim Nomal,108.200600,61.351100,2507
Kruskal Normal,143.762300,111.730500,2507
Prim Geometric,103.873500,58.097500,7118
Kruskal Geometric,132.562900,103.557400,7118
Prim Nomal,125.029700,49.522200,2504
Kruskal Normal,152.154200,113.906700,2504
Prim Geometric,94.409500,60.912800,7107
Kruskal Geometric,123.915600,114.828000,7107
Prim Nomal,127.547500,60.268800,2502
Kruskal Normal,156.362200,113.132500,2502
Prim Geometric,94.048500,68.823800,7102
Kruskal Geometric,125.991300,112.644200,7102
Prim Nomal,110.087100,53.476100,2506
Kruskal Normal,141.207400,109.248700,2506
Prim Geometric,99.652400,65.626200,7136
Kruskal Geometric,127.720100,104.202400,7136
Prim Nomal,113.426500,55.182800,2508
Kruskal Normal,142.503800,118.612200,2508
Prim Geometric,94.605700,70.245100,7024
Kruskal Geometric,126.470600,132.612000,7024
Prim Nomal,98.330100,61.173600,2507
Kruskal Normal,125.898600,123.131200,2507
Prim Geometric,89.238900,60.295500,7165
Kruskal Geometric,116.276400,96.055200,7165
Prim Nomal,120.764400,46.139100,2515
Kruskal Normal,164.948100,96.673800,2515
Prim Geometric,112.247500,61.202500,7172
Kruskal Geometric,143.248200,123.246300,7172
Prim Nomal,116.458900,55.182200,2504
Kruskal Normal,142.673800,112.686500,2504
Prim Geometric,95.404700,67.637700,7105
Kruskal Geometric,124.426900,103.912700,7105
Prim Nomal,111.353500,56.765000,2510
Kruskal Normal,140.141700,106.302200,2510
Prim Geometric,86.866400,69.276800,7148
Kruskal Geometric,113.829500,103.069500,7148
Prim Nomal,124.067500,37.656500,2500
Kruskal Normal,147.494500,144.867800,2500
Prim Geometric,84.138100,71.705800,6367
Kruskal Geometric,111.320500,126.497100,6367
Prim Nomal,95.801800,45.435300,2500
Kruskal Normal,121.694500,150.790400,2500
Prim Geometric,73.623700,53.431700,6298
Kruskal Geometric,100.793100,137.460700,6298
Prim Nomal,94.979600,37.983000,2499
Kruskal Normal,122.281000,144.566500,2499
Prim Geometric,76.826000,53.265600,6387
Kruskal Geometric,100.766900,134.387300,6387
Prim Nomal,96.898000,38.363600,2501
Kruskal Normal,121.872500,152.770900,2501
Prim Geometric,77.251800,54.791200,6446
Kruskal Geometric,102.140600,139.335900,6446
Prim Nomal,100.178000,46.442400,2500
Kruskal Normal,130.262200,147.267200,2500
Prim Geometric,83.747100,66.753000,6324
Kruskal Geometric,110.689400,143.774300,6324
Prim Nomal,98.724600,70.789900,2500
Kruskal Normal,125.685700,153.208500,2500
Prim Geometric,75.712000,57.332900,6368
Kruskal Geometric,101.803600,179.033200,6368
Prim Nomal,103.082000,36.637800,2500
Kruskal Normal,125.590900,135.521800,2500
Prim Geometric,104.321900,51.770900,6285
Kruskal Geometric,129.383800,134.005000,6285
Prim Nomal,105.755000,37.506600,2499
Kruskal Normal,132.805500,165.014400,2499
Prim Geometric,68.242500,59.688200,6290
Kruskal Geometric,92.643900,131.976300,6290
Prim Nomal,99.672600,46.447900,2500
Kruskal Normal,133.879800,146.090400,2500
Prim Geometric,81.714700,63.390900,6440
Kruskal Geometric,109.090300,145.300700,6440
Prim Nomal,104.958500,44.148600,2499
Kruskal Normal,127.223100,152.933900,2499
Prim Geometric,79.244400,66.402700,6388
Kruskal Geometric,109.702000,129.709100,6388
Prim Nomal,88.733600,30.417300,2499
Kruskal Normal,114.625900,209.120700,2499
Prim Geometric,55.082800,38.314400,5771
Kruskal Geometric,74.820000,175.308100,5771
Prim Nomal,98.434800,19.454100,2499
Kruskal Normal,117.098200,181.231700,2499
Prim Geometric,67.142200,47.426000,5796
Kruskal Geometric,88.336400,186.914300,5796
Prim Nomal,87.919300,18.886900,2499
Kruskal Normal,109.061200,190.006900,2499
Prim Geometric,69.656900,44.359500,5839
Kruskal Geometric,92.050800,175.333300,5839
Prim Nomal,95.659100,21.730800,2499
Kruskal Normal,115.107800,190.896900,2499
Prim Geometric,67.524200,49.248900,5830
Kruskal Geometric,99.049200,173.941100,5830
Prim Nomal,93.899000,20.968200,2499
Kruskal Normal,114.148500,200.466300,2499
Prim Geometric,63.958900,40.945900,5845
Kruskal Geometric,83.982000,184.056600,5845
Prim Nomal,82.256200,39.287200,2500
Kruskal Normal,108.883000,174.883500,2500
Prim Geometric,66.572900,47.577100,5824
Kruskal Geometric,88.712400,186.359300,5824
Prim Nomal,102.323600,19.887000,2499
Kruskal Normal,124.592800,184.203900,2499
Prim Geometric,59.197000,49.392700,5778
Kruskal Geometric,78.387800,197.359400,5778
Prim Nomal,89.998700,21.076500,2499
Kruskal Normal,119.546300,189.204700,2499
Prim Geometric,62.759700,38.446600,5822
Kruskal Geometric,83.961400,178.595500,5822
Prim Nomal,86.183300,18.358500,2499
Kruskal Normal,110.424900,182.896500,2499
Prim Geometric,64.470300,37.947600,5793
Kruskal Geometric,83.983000,177.828400,5793
Prim Nomal,90.144100,21.915100,2499
Kruskal Normal,109.932000,185.627800,2499
Prim Geometric,67.344700,47.806600,5834
Kruskal Geometric,90.241200,192.496100,5834
Prim Nomal,232.736600,0.042200,0
Kruskal Normal,239.909500,0.001400,0
Prim Geometric,187.319100,0.057800,0
Kruskal Geometric,194.690300,0.001600,0
Prim Nomal,175.926000,0.044200,0
Kruskal Normal,191.583100,0.001400,0
Prim Geometric,168.563800,0.044900,0
Kruskal Geometric,175.662000,0.001500,0
Prim Nomal,202.366500,0.040000,0
Kruskal Normal,210.395600,0.001500,0
Prim Geometric,186.669700,0.036600,0
Kruskal Geometric,193.940000,0.001500,0
Prim Nomal,187.968900,0.037800,0
Kruskal Normal,196.283400,0.001400,0
Prim Geometric,180.773000,0.228100,0
Kruskal Geometric,190.793500,0.002000,0
Prim Nomal,178.750100,0.037500,0
Kruskal Normal,185.772100,0.001500,0
Prim Geometric,177.218800,0.038200,0
Kruskal Geometric,188.895800,0.001400,0
Prim Nomal,180.267500,0.034700,0
Kruskal Normal,188.161300,0.001400,0
Prim Geometric,182.840200,0.035800,0
Kruskal Geometric,189.866500,0.001400,0
Prim Nomal,182.259600,0.036200,0
Kruskal Normal,191.412900,0.001400,0
Prim Geometric,183.537900,0.045700,0
Kruskal Geometric,190.513200,0.001400,0
Prim Nomal,210.562400,0.036100,0
Kruskal Normal,217.514100,0.001700,0
Prim Geometric,176.598400,0.037700,0
Kruskal Geometric,189.085400,0.001400,0
Prim Nomal,173.391900,0.037500,0
Kruskal Normal,181.522400,0.001600,0
Prim Geometric,177.821000,0.032600,0
Kruskal Geometric,185.986500,0.001400,0
Prim Nomal,188.777300,0.037300,0
Kruskal Normal,197.917300,0.001300,0
Prim Geometric,186.628400,0.038400,0
Kruskal Geometric,197.362400,0.001400,0
Prim Nomal,277.059400,109.863100,5082
Kruskal Normal,337.091100,145.398400,5082
Prim Geometric,275.143700,131.610500,16519
Kruskal Geometric,337.380600,155.246800,16519
Prim Nomal,344.493700,114.490300,5100
Kruskal Normal,416.935100,146.341300,5100
Prim Geometric,292.167000,138.388000,16612
Kruskal Geometric,356.016800,133.473300,16612
Prim Nomal,320.801400,111.475400,5099
Kruskal Normal,375.698900,142.414900,5099
Prim Geometric,264.639700,130.709900,16590
Kruskal Geometric,324.473500,142.860200,16590
Prim Nomal,299.665200,100.405200,5099
Kruskal Normal,367.936700,146.437600,5099
Prim Geometric,339.409400,125.930700,16578
Kruskal Geometric,399.759700,141.607600,16578
Prim Nomal,298.693700,116.331600,5099
Kruskal Normal,360.530000,199.487900,5099
Prim Geometric,265.442300,131.679800,16698
Kruskal Geometric,327.544900,143.408600,16698
Prim Nomal,350.020700,120.304200,5101
Kruskal Normal,414.658600,167.739000,5101
Prim Geometric,295.199100,149.174700,16718
Kruskal Geometric,362.350500,169.133300,16718
Prim Nomal,309.554000,128.983400,5105
Kruskal Normal,381.403300,144.757900,5105
Prim Geometric,306.736900,129.108400,16648
Kruskal Geometric,366.657800,151.425100,16648
Prim Nomal,307.981600,119.094000,5081
Kruskal Normal,368.930600,156.788300,5081
Prim Geometric,278.907900,131.431900,16766
Kruskal Geometric,345.240300,142.595900,16766
Prim Nomal,289.605000,108.824700,5090
Kruskal Normal,355.396700,148.728000,5090
Prim Geometric,274.341700,143.755100,16759
Kruskal Geometric,335.518800,166.192200,16759
Prim Nomal,352.500600,120.923500,5110
Kruskal Normal,420.380800,190.711300,5110
Prim Geometric,290.337000,162.416300,16664
Kruskal Geometric,363.961300,162.524600,16664
Prim Nomal,396.638600,200.447100,5000
Kruskal Normal,493.714800,322.128100,5000
Prim Geometric,356.441000,227.594100,12051
Kruskal Geometric,457.975200,305.522500,12051
Prim Nomal,401.255200,194.629800,4999
Kruskal Normal,510.586900,302.677500,4999
Prim Geometric,347.081200,218.243000,12169
Kruskal Geometric,467.397200,358.527900,12169
Prim Nomal,400.787300,193.702000,5002
Kruskal Normal,501.718200,302.228900,5002
Prim Geometric,386.235100,199.017800,11933
Kruskal Geometric,491.143700,303.297500,11933
Prim Nomal,400.364000,191.435300,5000
Kruskal Normal,510.492900,288.021100,5000
Prim Geometric,350.827800,214.121500,12154
Kruskal Geometric,529.082600,283.414700,12154
Prim Nomal,454.290900,198.389500,5001
Kruskal Normal,570.501300,374.393200,5001
Prim Geometric,366.595400,215.597900,12056
Kruskal Geometric,496.465300,306.417100,12056
Prim Nomal,474.517800,190.483700,5001
Kruskal Normal,591.604200,349.071500,5001
Prim Geometric,343.440400,224.211800,11981
Kruskal Geometric,441.318800,315.858400,11981
Prim Nomal,407.613200,188.965100,4999
Kruskal Normal,514.330200,314.670900,4999
Prim Geometric,358.143400,217.027200,11897
Kruskal Geometric,462.291800,325.003800,11897
Prim Nomal,437.697300,204.513400,5004
Kruskal Normal,557.038900,398.542300,5004
Prim Geometric,345.355700,214.960300,11860
Kruskal Geometric,458.729100,306.456000,11860
Prim Nomal,407.335800,191.352300,5000
Kruskal Normal,514.898900,298.703000,5000
Prim Geometric,326.994100,239.147600,11986
Kruskal Geometric,450.641400,293.603900,11986
Prim Nomal,402.603500,196.615300,4999
Kruskal Normal,512.887600,344.501200,4999
Prim Geometric,374.194800,227.538100,12100
Kruskal Geometric,482.669000,312.394000,12100
Prim Nomal,470.408800,249.955800,4999
Kruskal Normal,580.760200,474.393900,4999
Prim Geometric,364.408100,248.185500,10026
Kruskal Geometric,490.436300,461.582500,10026
Prim Nomal,430.776800,214.259100,4999
Kruskal Normal,540.044100,470.681500,4999
Prim Geometric,367.704800,282.225300,9867
Kruskal Geometric,510.155900,479.781300,9867
Prim Nomal,455.922300,254.983500,4999
Kruskal Normal,579.847800,542.894200,4999
Prim Geometric,354.013900,248.886400,10004
Kruskal Geometric,470.064900,500.826800,10004
Prim Nomal,431.678200,207.503300,4999
Kruskal Normal,555.465800,465.927900,4999
Prim Geometric,350.580500,302.589100,9928
Kruskal Geometric,461.565400,483.448000,9928
Prim Nomal,469.469400,226.855800,4999
Kruskal Normal,628.937700,487.466600,4999
Prim Geometric,367.004900,255.602300,9929
Kruskal Geometric,472.976200,441.919300,9929
Prim Nomal,426.501200,220.212500,4999
Kruskal Normal,537.986700,511.452000,4999
Prim Geometric,369.799200,251.560000,9974
Kruskal Geometric,472.968500,479.298400,9974
Prim Nomal,462.858700,216.570100,4999
Kruskal Normal,573.336000,524.493400,4999
Prim Geometric,350.308000,260.620600,10002
Kruskal Geometric,468.106600,458.062200,10002
Prim Nomal,462.311800,221.773200,4999
Kruskal Normal,579.853500,472.807900,4999
Prim Geometric,359.983100,253.596500,9940
Kruskal Geometric,480.294100,511.723400,9940
Prim Nomal,498.177500,213.133800,4999
Kruskal Normal,612.495600,563.013000,4999
Prim Geometric,356.109400,243.880100,9862
Kruskal Geometric,467.990900,481.620000,9862
Prim Nomal,470.831500,232.881400,4999
Kruskal Normal,592.164500,525.246300,4999
Prim Geometric,357.617100,243.802100,9919
Kruskal Geometric,475.234500,523.383300,9919
Prim Nomal,399.905900,162.124800,4999
Kruskal Normal,505.783800,690.372600,4999
Prim Geometric,331.603000,207.280700,8898
Kruskal Geometric,435.045800,610.009500,8898
Prim Nomal,404.987200,168.470400,4999
Kruskal Normal,505.387300,643.921100,4999
Prim Geometric,312.801700,197.283600,8778
Kruskal Geometric,403.541000,685.361200,8778
Prim Nomal,421.138900,165.473800,4999
Kruskal Normal,521.683300,656.195000,4999
Prim Geometric,354.835700,234.943300,8853
Kruskal Geometric,471.557600,661.398600,8853
Prim Nomal,436.409700,165.731400,4999
Kruskal Normal,538.534300,684.403900,4999
Prim Geometric,302.916400,217.205400,8825
Kruskal Geometric,405.813200,654.240900,8825
Prim Nomal,439.260800,173.015800,4999
Kruskal Normal,542.945800,736.957600,4999
Prim Geometric,337.009200,230.529000,8817
Kruskal Geometric,440.952300,596.344800,8817
Prim Nomal,424.296800,175.527700,4999
Kruskal Normal,534.131200,646.206100,4999
Prim Geometric,306.917700,213.772400,8798
Kruskal Geometric,403.214800,674.574500,8798
Prim Nomal,404.206600,161.724200,4999
Kruskal Normal,509.115300,742.834200,4999
Prim Geometric,339.532800,180.712300,8863
Kruskal Geometric,448.540500,621.972100,8863
Prim Nomal,381.264900,163.397500,4999
Kruskal Normal,491.885400,608.494800,4999
Prim Geometric,291.311700,255.316600,8849
Kruskal Geometric,396.783600,695.128400,8849
Prim Nomal,440.460200,178.588000,4999
Kruskal Normal,539.277600,676.908400,4999
Prim Geometric,322.840800,202.811100,8791
Kruskal Geometric,432.559500,631.093400,8791
Prim Nomal,419.900700,170.618000,4999
Kruskal Normal,524.068100,603.130800,4999
Prim Geometric,313.511600,229.835100,8805
Kruskal Geometric,413.751500,667.586800,8805
Prim Nomal,450.672300,116.397700,4999
Kruskal Normal,542.149500,906.679000,4999
Prim Geometric,299.569900,147.541500,8148
Kruskal Geometric,395.933400,743.846900,8148
Prim Nomal,391.844800,123.479600,4999
Kruskal Normal,464.562200,764.783700,4999
Prim Geometric,290.262600,194.968000,8149
Kruskal Geometric,367.308100,793.639500,8149
Prim Nomal,387.334700,106.574500,4999
Kruskal Normal,465.043900,912.301500,4999
Prim Geometric,296.762400,160.053200,8093
Kruskal Geometric,378.217000,735.599300,8093
Prim Nomal,373.831700,97.986900,4999
Kruskal Normal,452.709900,750.963600,4999
Prim Geometric,355.140800,159.068600,8070
Kruskal Geometric,454.923000,777.620800,8070
Prim Nomal,404.850900,155.090400,4999
Kruskal Normal,510.120300,817.781100,4999
Prim Geometric,273.535300,197.763400,8170
Kruskal Geometric,360.419800,749.844500,8170
Prim Nomal,401.039900,111.981500,4999
Kruskal Normal,484.429800,836.758500,4999
Prim Geometric,327.738900,170.729600,8100
Kruskal Geometric,419.662600,775.321600,8100
Prim Nomal,511.471200,118.804200,4999
Kruskal Normal,602.264300,773.240000,4999
Prim Geometric,286.676800,156.697300,8146
Kruskal Geometric,367.329900,739.466500,8146
Prim Nomal,370.746000,131.749400,4999
Kruskal Normal,463.965700,869.565600,4999
Prim Geometric,299.407200,150.569700,8096
Kruskal Geometric,388.447200,780.045400,8096
Prim Nomal,430.727200,90.893400,4999
Kruskal Normal,503.793600,821.023800,4999
Prim Geometric,285.515100,132.680500,8121
Kruskal Geometric,388.482100,748.613200,8121
Prim Nomal,386.416800,111.119200,4999
Kruskal Normal,474.216100,865.586700,4999
Prim Geometric,298.473000,158.667700,8064
Kruskal Geometric,388.196600,812.129800,8064
Prim Nomal,424.299000,0.051900,0
Kruskal Normal,446.901500,0.002000,0
Prim Geometric,379.279200,0.019100,0
Kruskal Geometric,396.198400,0.002000,0
Prim Nomal,401.624400,0.055900,0
Kruskal Normal,420.742200,0.002400,0
Prim Geometric,387.482500,0.020500,0
Kruskal Geometric,407.168600,0.002100,0
Prim Nomal,437.681500,0.019300,0
Kruskal Normal,453.733200,0.002000,0
Prim Geometric,373.884300,0.049200,0
Kruskal Geometric,397.170200,0.002200,0
Prim Nomal,412.454200,0.020700,0
Kruskal Normal,430.863100,0.002000,0
Prim Geometric,476.224400,0.055400,0
Kruskal Geometric,505.885000,0.002100,0
Prim Nomal,409.571700,0.019500,0
Kruskal Normal,425.848200,0.008000,0
Prim Geometric,383.780100,0.019200,0
Kruskal Geometric,401.149000,0.002000,0
Prim Nomal,386.949200,0.052700,0
Kruskal Normal,411.031300,0.002100,0
Prim Geometric,469.349400,0.053100,0
Kruskal Geometric,485.265000,0.002100,0
Prim Nomal,391.298600,0.018400,0
Kruskal Normal,408.102300,0.001900,0
Prim Geometric,435.077200,0.031900,0
Kruskal Geometric,454.475300,0.003800,0
Prim Nomal,385.857000,0.018800,0
Kruskal Normal,403.290500,0.002200,0
Prim Geometric,373.017700,0.018900,0
Kruskal Geometric,389.660200,0.002000,0
Prim Nomal,376.810200,0.019700,0
Kruskal Normal,396.164900,0.002100,0
Prim Geometric,388.262900,0.019200,0
Kruskal Geometric,404.806300,0.001900,0
Prim Nomal,394.477600,0.020300,0
Kruskal Normal,412.955000,0.002000,0
Prim Geometric,430.168000,0.039500,0
Kruskal Geometric,462.663200,0.002000,0
Prim Nomal,657.677900,255.747100,7512
Kruskal Normal,796.430700,378.022000,7512
Prim Geometric,659.224600,288.250200,20124
Kruskal Geometric,796.534000,362.079100,20124
Prim Nomal,620.981700,264.943100,7519
Kruskal Normal,768.658900,324.601500,7519
Prim Geometric,580.538800,291.371000,20320
Kruskal Geometric,722.397900,343.248400,20320
Prim Nomal,674.135100,316.933700,7522
Kruskal Normal,840.484900,418.953200,7522
Prim Geometric,623.518500,287.063000,20250
Kruskal Geometric,759.414700,344.458500,20250
Prim Nomal,707.573400,295.152200,7515
Kruskal Normal,853.355800,342.761300,7515
Prim Geometric,609.954700,275.966200,20272
Kruskal Geometric,744.607100,328.392700,20272
Prim Nomal,742.054300,243.303800,7516
Kruskal Normal,956.074000,350.043700,7516
Prim Geometric,580.167200,295.390200,20452
Kruskal Geometric,716.251800,336.715100,20452
Prim Nomal,631.414200,276.908500,7514
Kruskal Normal,767.364200,365.049700,7514
Prim Geometric,586.866200,252.026600,20547
Kruskal Geometric,732.762700,396.058900,20547
Prim Nomal,714.711500,253.236200,7516
Kruskal Normal,838.660300,361.715200,7516
Prim Geometric,596.781400,257.272200,20379
Kruskal Geometric,735.622100,344.488300,20379
Prim Nomal,623.447100,256.030700,7518
Kruskal Normal,763.389400,352.041200,7518
Prim Geometric,589.952800,361.862900,20271
Kruskal Geometric,738.500100,387.254400,20271
Prim Nomal,648.449400,312.468100,7517
Kruskal Normal,792.500900,360.440100,7517
Prim Geometric,648.247700,322.561200,20064
Kruskal Geometric,770.602100,337.533300,20064
Prim Nomal,613.131500,254.333600,7522
Kruskal Normal,747.643300,367.491000,7522
Prim Geometric,637.700400,333.766600,20081
Kruskal Geometric,796.702000,347.272700,20081
Prim Nomal,877.879900,435.252900,7499
Kruskal Normal,1098.409500,688.021500,7499
Prim Geometric,761.505800,463.660500,14481
Kruskal Geometric,991.495400,743.708500,14481
Prim Nomal,986.693300,399.860000,7499
Kruskal Normal,1265.495600,709.759100,7499
Prim Geometric,780.932200,463.600800,14583
Kruskal Geometric,1013.138500,705.140700,14583
Prim Nomal,968.142400,445.843900,7499
Kruskal Normal,1267.777000,705.959800,7499
Prim Geometric,816.386900,487.195600,14500
Kruskal Geometric,1049.361600,659.556800,14500
Prim Nomal,828.613500,491.990900,7499
Kruskal Normal,1068.677200,876.951400,7499
Prim Geometric,765.588600,501.638300,14489
Kruskal Geometric,1004.515300,681.271800,14489
Prim Nomal,816.369600,422.974100,7499
Kruskal Normal,1068.735200,778.280600,7499
Prim Geometric,828.146400,475.447800,14513
Kruskal Geometric,1106.101900,695.423100,14513
